Name,Type,Element,Count,Rarity,Set,Average_Played,Percent_of_Decks_with_at_least_one_copy
Frontier Settlers,Minion,Earth,0,Exceptional,Alpha,0,0
Gneissgnath Gnomes,Minion,Earth,0,Exceptional,Alpha,0,0
Grey Wolves,Minion,Earth,0,Ordinary,Alpha,0,0
House Arn Bannerman,Minion,Earth,0,Exceptional,Alpha,0,0
King of the Realm,Minion,Earth,0,Unique,Alpha,0,0
Land Surveyor,Minion,Earth,19,Ordinary,Alpha,4,10
Mage Slayer,Minion,Earth,0,Ordinary,Alpha,0,0
Master Tracker,Minion,Earth,0,Elite,Alpha,0,0
Midland Army,Minion,Earth,1,Unique,Alpha,1,2
Miracle Workers,Minion,Earth,0,Ordinary,Alpha,0,0
Monastery Gargoyle,Minion,Earth,0,Exceptional,Alpha,0,0
Monster Hunter,Minion,Earth,0,Exceptional,Alpha,0,0
Mordric Druids,Minion,Earth,2,Elite,Alpha,2,2
Mountain Giant,Minion,Earth,0,Elite,Alpha,0,0
Pudge Butcher,Minion,Earth,13,Exceptional,Alpha,3,10
Queen of Midland,Minion,Earth,0,Unique,Alpha,0,0
Root Spider,Minion,Earth,47,Exceptional,Alpha,3,35
Royal Bodyguard,Minion,Earth,4,Elite,Alpha,1,6
Scent Hounds,Minion,Earth,0,Ordinary,Alpha,0,0
Scourge Zombies,Minion,Earth,0,Ordinary,Alpha,0,0
Shield Maidens,Minion,Earth,12,Exceptional,Alpha,2,12
Silver Valkyries,Minion,Earth,0,Elite,Alpha,0,0
Sirian Templar,Minion,Earth,0,Exceptional,Alpha,0,0
Sisters of Silence,Minion,Earth,0,Elite,Alpha,0,0
Slumbering Giantess,Minion,Earth,15,Exceptional,Alpha,3,10
Squirming Mass,Minion,Earth,0,Elite,Alpha,0,0
Stone-gaze Gorgons,Minion,Earth,2,Elite,Alpha,2,2
Tragedy Worrywart,Minion,Earth,2,Exceptional,Alpha,2,2
Vanguard Knights,Minion,Earth,3,Exceptional,Alpha,3,2
Wicked Witch,Minion,Earth,0,Elite,Alpha,0,0
Wild Boars,Minion,Earth,0,Ordinary,Alpha,0,0
Wraetannis Titan,Minion,Earth,4,Elite,Alpha,1,6
Yourke Crossbowmen,Minion,Earth,0,Exceptional,Alpha,0,0
Assorted Animals,Magic,Earth,2,Elite,Alpha,1,4
Border Militia,Magic,Earth,9,Ordinary,Alpha,2,8
Bury,Magic,Earth,14,Ordinary,Alpha,1,22
Call to War,Magic,Earth,2,Exceptional,Alpha,2,2
Cave-In,Magic,Earth,3,Exceptional,Alpha,1,6
Common Sense,Magic,Earth,39,Ordinary,Alpha,3,24
Craterize,Magic,Earth,11,Elite,Alpha,2,12
Dispel,Magic,Earth,13,Ordinary,Alpha,1,24
Divine Healing,Magic,Earth,21,Exceptional,Alpha,3,16
Earthquake,Magic,Earth,33,Elite,Alpha,2,41
Exorcism,Magic,Earth,0,Ordinary,Alpha,0,0
Gigantism,Magic,Earth,6,Unique,Alpha,1,12
Minecart Madness,Magic,Earth,0,Exceptional,Alpha,0,0
Overpower,Magic,Earth,0,Ordinary,Alpha,0,0
Shield Wall,Magic,Earth,0,Exceptional,Alpha,0,0
Star-seeds of Uhr,Magic,Earth,1,Unique,Alpha,1,2
Unravel,Magic,Earth,0,Ordinary,Alpha,0,0
Crusade,Aura,Earth,3,Unique,Alpha,1,6
Entangle Terrain,Aura,Earth,4,Ordinary,Alpha,4,2
Rest in Peace,Aura,Earth,0,Elite,Alpha,0,0
Ancient Dragon,Minion,Fire,1,Elite,Alpha,1,2
Aramos Mercenaries,Minion,Fire,3,Ordinary,Alpha,3,2
Askelon Phoenix,Minion,Fire,16,Elite,Alpha,2,18
Awakened Mummies,Minion,Fire,0,Exceptional,Alpha,0,0
Azuridge Caravan,Minion,"Air, Earth, Fire, None, Water",0,Ordinary,Alpha,0,0
Bane Widow,Minion,Fire,0,Exceptional,Alpha,0,0
Beast of Burden,Minion,Fire,0,Ordinary,Alpha,0,0
Bull Demons of Adum,Minion,Fire,3,Elite,Alpha,2,4
Cauldron Crones,Minion,Fire,3,Ordinary,Alpha,3,2
Cerberus in Chains,Minion,Fire,4,Unique,Alpha,1,8
Clamor of Harpies,Minion,Fire,9,Exceptional,Alpha,2,8
Colicky Dragonettes,Minion,Fire,47,Exceptional,Alpha,3,35
Courtesan Thais,Minion,Fire,14,Unique,Alpha,1,29
Death Dealer,Minion,Fire,7,Unique,Alpha,1,14
Doomsday Prophet,Minion,Fire,0,Unique,Alpha,0,0
Escyllion Cyclops,Minion,Fire,2,Exceptional,Alpha,2,2
Far East Assassin,Minion,Fire,0,Elite,Alpha,0,0
Grosse Poltergeist,Minion,Fire,0,Elite,Alpha,0,0
Hillock Basilisk,Minion,Fire,5,Exceptional,Alpha,2,4
Infernal Legion,Minion,Fire,15,Elite,Alpha,2,16
Karkemish Chimera,Minion,Fire,2,Elite,Alpha,2,2
Lava Salamander,Minion,Fire,3,Exceptional,Alpha,3,2
Maze Minotaur,Minion,Fire,2,Elite,Alpha,2,2
Ogre Goons,Minion,Fire,0,Ordinary,Alpha,0,0
Outback Strider,Minion,Fire,2,Exceptional,Alpha,2,2
Panorama Manticore,Minion,Fire,7,Elite,Alpha,1,10
Petrosian Cavalry,Minion,Fire,8,Ordinary,Alpha,3,6
Pit Vipers,Minion,Fire,5,Ordinary,Alpha,2,6
Quarrelsome Kobolds,Minion,Fire,32,Exceptional,Alpha,3,22
Raal Dromedary,Minion,Fire,0,Ordinary,Alpha,0,0
Rimland Nomads,Minion,Fire,0,Ordinary,Alpha,0,0
Sacred Scarabs,Minion,Fire,6,Ordinary,Alpha,3,4
Sand Worm,Minion,Fire,3,Ordinary,Alpha,3,2
Scavenging Fiend,Minion,Fire,0,Exceptional,Alpha,0,0
Seasoned Sellsword,Minion,Fire,2,Elite,Alpha,2,2
Sirocco Scorpions,Minion,Fire,1,Ordinary,Alpha,1,2
Swiven Scout,Minion,Fire,10,Exceptional,Alpha,2,8
Tvinnax Berserker,Minion,Fire,0,Exceptional,Alpha,0,0
Vile Imp,Minion,Fire,82,Ordinary,Alpha,3,49
Wayfaring Pilgrim,Minion,Fire,5,Exceptional,Alpha,2,4
Wills-o'-the-Wisp,Minion,Fire,0,Exceptional,Alpha,0,0
Backstab,Magic,Fire,0,Exceptional,Alpha,0,0
Blaze,Magic,Fire,27,Exceptional,Alpha,2,33
Boil,Magic,Fire,0,Ordinary,Alpha,0,0
Cone of Flame,Magic,Fire,1,Exceptional,Alpha,1,2
Critical Strike,Magic,Fire,0,Ordinary,Alpha,0,0
Disintegrate,Magic,Fire,19,Elite,Alpha,2,24
Fireball,Magic,Fire,4,Exceptional,Alpha,2,4
Firebolts,Magic,Fire,30,Ordinary,Alpha,2,33
Flame Wave,Magic,Fire,2,Elite,Alpha,1,4
Heat Ray,Magic,Fire,5,Ordinary,Alpha,1,8
Immolation,Magic,Fire,2,Unique,Alpha,1,4
Incinerate,Magic,Fire,0,Ordinary,Alpha,0,0
Infiltrate,Magic,Fire,15,Elite,Alpha,2,18
Leap Attack,Magic,Fire,3,Exceptional,Alpha,2,4
Mad Dash,Magic,Fire,6,Ordinary,Alpha,3,4
Major Explosion,Magic,Fire,10,Elite,Alpha,1,14
Meteor Shower,Magic,Fire,0,Elite,Alpha,0,0
Minor Explosion,Magic,Fire,24,Ordinary,Alpha,2,31
Pact with the Devil,Magic,Fire,14,Unique,Alpha,1,29
Poison Nova,Magic,Fire,25,Exceptional,Alpha,2,27
Scorched Earth,Magic,Fire,0,Elite,Alpha,0,0
Spin Attack,Magic,Fire,2,Ordinary,Alpha,2,2
Warp Spasm,Magic,Fire,2,Unique,Alpha,1,4
Drought,Aura,Fire,0,Exceptional,Alpha,0,0
Jihad,Aura,Fire,18,Unique,Alpha,1,37
Sandstorm,Aura,Fire,2,Ordinary,Alpha,2,2
Wall of Fire,Aura,Fire,0,Ordinary,Alpha,0,0
Wildfire,Aura,Fire,8,Exceptional,Alpha,3,6
Accursed Albatross,Minion,Water,0,Exceptional,Alpha,0,0
Adept Illusionist,Minion,Water,10,Elite,Alpha,2,10
Anui Undine,Minion,Water,6,Exceptional,Alpha,2,6
Bridge Troll,Minion,Water,0,Exceptional,Alpha,0,0
Brobdingnag Bullfrog,Minion,Water,1,Exceptional,Alpha,1,2
Captain Baldassare,Minion,Water,4,Unique,Alpha,1,8
Coral-Reef Kelpie,Minion,Water,0,Ordinary,Alpha,0,0
Court Jester,Minion,Water,0,Elite,Alpha,0,0
Deep-Sea Mermaids,Minion,Water,8,Ordinary,Alpha,4,4
Diluvian Kraken,Minion,Water,4,Elite,Alpha,1,6
Felbog Frog Men,Minion,Water,0,Exceptional,Alpha,0,0
Fenvale Muse,Minion,Water,1,Ordinary,Alpha,1,2
Fey Changeling,Minion,Water,8,Exceptional,Alpha,2,10
Ghost Ship,Minion,Water,0,Elite,Alpha,0,0
Giant Shark,Minion,Water,2,Exceptional,Alpha,2,2
Great Old One,Minion,Water,2,Unique,Alpha,1,4
Guile Sirens,Minion,Water,0,Exceptional,Alpha,0,0
Lord of Unland,Minion,Water,3,Unique,Alpha,1,6
Megamoeba,Minion,Water,0,Elite,Alpha,0,0
Mother Nature,Minion,Water,0,Unique,Alpha,0,0
Muck Lampreys,Minion,Water,0,Ordinary,Alpha,0,0
Old Salt Anchorman,Minion,Water,0,Ordinary,Alpha,0,0
Ormund Harpooneers,Minion,Water,0,Exceptional,Alpha,0,0
Pirate Ship,Minion,Water,12,Ordinary,Alpha,4,6
Polar Bears,Minion,Water,0,Ordinary,Alpha,0,0
Polar Explorers,Minion,Water,3,Elite,Alpha,1,6
Porcupine Pufferfish,Minion,Water,8,Ordinary,Alpha,4,4
Ruler of Thul,Minion,Water,17,Unique,Alpha,1,35
Sea Raider,Minion,Water,9,Exceptional,Alpha,3,6
Sea Serpent,Minion,Water,0,Ordinary,Alpha,0,0
Sedge Crabs,Minion,Water,0,Ordinary,Alpha,0,0
Seirawan Hydra,Minion,Water,7,Elite,Alpha,2,8
Selfsame Simulacrum,Minion,Water,11,Elite,Alpha,2,12
Sneak Thief,Minion,Water,2,Elite,Alpha,1,4
Swamp Buffalo,Minion,Water,0,Ordinary,Alpha,0,0
Swan Maidens,Minion,Water,0,Ordinary,Alpha,0,0
Tide Naiads,Minion,Water,2,Exceptional,Alpha,1,4
Tringh Constrictor,Minion,Water,0,Exceptional,Alpha,0,0
Tufted Turtles,Minion,Water,11,Ordinary,Alpha,3,8
Unland Angler,Minion,Water,0,Elite,Alpha,0,0
Unland Eel,Minion,Water,3,Exceptional,Alpha,3,2
Yokai Kappas,Minion,Water,0,Elite,Alpha,0,0
Dodge Roll,Magic,Water,0,Exceptional,Alpha,0,0
Drown,Magic,Water,5,Ordinary,Alpha,1,8
Extinguish,Magic,Water,0,Ordinary,Alpha,0,0
Fire Harpoons!,Magic,Water,0,Ordinary,Alpha,0,0
Font of Life,Magic,Water,2,Exceptional,Alpha,2,2
Frost Nova,Magic,Water,0,Exceptional,Alpha,0,0
Geyser,Magic,Water,17,Exceptional,Alpha,2,16
Ice Lance,Magic,Water,2,Ordinary,Alpha,1,4
Marine Voyage,Magic,Water,0,Exceptional,Alpha,0,0
Plague of Frogs,Magic,Water,15,Unique,Alpha,1,31
Pollimorph,Magic,Water,17,Elite,Alpha,2,18
Replication,Magic,Water,2,Elite,Alpha,2,2
Riptide,Magic,Water,27,Ordinary,Alpha,4,14
Shrink,Magic,Water,7,Exceptional,Alpha,2,8
Sleep,Magic,Water,0,Ordinary,Alpha,0,0
Stormy Seas,Magic,Water,4,Exceptional,Alpha,1,6
Twist of Fate,Magic,Water,0,Unique,Alpha,0,0
Upwelling,Magic,Water,1,Exceptional,Alpha,1,2
Wrath of the Sea,Magic,Water,1,Elite,Alpha,1,2
Abundance,Aura,Water,4,Elite,Alpha,2,4
Atlantean Fate,Aura,Water,19,Unique,Alpha,1,39
Blizzard,Aura,Water,0,Ordinary,Alpha,0,0
Flood,Aura,Water,5,Exceptional,Alpha,2,4
Mariner's Curse,Aura,Water,6,Exceptional,Alpha,2,6
Silence,Aura,Water,4,Elite,Alpha,2,4
Wall of Ice,Aura,Water,0,Ordinary,Alpha,0,0
All-terrain Vestments,Artifact,None,0,Elite,Alpha,0,0
Amethyst Core,Artifact,None,4,Unique,Alpha,1,8
Angel's Egg,Artifact,None,28,Elite,Alpha,2,29
Aquamarine Core,Artifact,None,7,Unique,Alpha,1,14
Battering Ram,Artifact,None,0,Exceptional,Alpha,0,0
Belfry,Artifact,None,0,Elite,Alpha,0,0
Black Obelisk,Artifact,None,0,Elite,Alpha,0,0
Blasted Oak,Artifact,None,1,Unique,Alpha,1,2
Buried Treasure,Artifact,None,0,Exceptional,Alpha,0,0
Chains of Prometheus,Artifact,None,6,Elite,Alpha,2,6
Crave Golem,Artifact,None,0,Exceptional,Alpha,0,0
Crown of the Victor,Artifact,None,2,Unique,Alpha,1,4
Devil's Egg,Artifact,None,2,Elite,Alpha,2,2
Doomsday Device,Artifact,None,0,Unique,Alpha,0,0
Drums of Doom,Artifact,None,3,Elite,Alpha,2,4
Erik's Curiosa,Artifact,None,0,Unique,Alpha,0,0
Flaming Sword,Artifact,None,1,Exceptional,Alpha,1,2
Gilded Aegis,Artifact,None,0,Unique,Alpha,0,0
Iron Shackles,Artifact,None,3,Exceptional,Alpha,2,4
Kythera Mechanism,Artifact,None,5,Unique,Alpha,1,10
Land Deed,Artifact,None,0,Elite,Alpha,0,0
Lucky Charm,Artifact,None,0,Exceptional,Alpha,0,0
Maddening Bells,Artifact,None,4,Elite,Alpha,2,4
Magellan Globe,Artifact,None,0,Elite,Alpha,0,0
Magnetic Muzzle,Artifact,None,0,Elite,Alpha,0,0
Mask of Mayhem,Artifact,None,0,Elite,Alpha,0,0
Mix Aer,Artifact,None,3,Elite,Alpha,2,4
Mix Aqua,Artifact,None,9,Elite,Alpha,2,10
Mix Ignis,Artifact,None,3,Elite,Alpha,2,4
Mix Terra,Artifact,None,1,Elite,Alpha,1,2
Onyx Core,Artifact,None,11,Unique,Alpha,1,22
Orb of Ba'al Berith,Artifact,None,4,Unique,Alpha,1,8
Payload Trebuchet,Artifact,None,0,Elite,Alpha,0,0
Pendulum of Peril,Artifact,None,1,Unique,Alpha,1,2
Philosopher's Stone,Artifact,None,20,Unique,Alpha,1,41
Pnakotic Manuscript,Artifact,None,12,Unique,Alpha,1,24
Poisonous Dagger,Artifact,None,0,Exceptional,Alpha,0,0
Purge Juggernaut,Artifact,None,0,Elite,Alpha,0,0
Rolling Boulder,Artifact,None,2,Exceptional,Alpha,1,4
Ruby Core,Artifact,None,11,Unique,Alpha,1,22
Scarecrow,Artifact,None,0,Ordinary,Alpha,0,0
Screaming Skull,Artifact,None,2,Elite,Alpha,1,4
Seven-League Boots,Artifact,None,1,Unique,Alpha,1,2
Siege Ballista,Artifact,None,0,Exceptional,Alpha,0,0
Spear of Destiny,Artifact,None,1,Unique,Alpha,1,2
Sunken Treasure,Artifact,None,0,Exceptional,Alpha,0,0
The Immortal Throne,Artifact,None,0,Unique,Alpha,0,0
Torshammar Trinket,Artifact,None,54,Exceptional,Alpha,2,55
Truesight Crossbow,Artifact,None,2,Exceptional,Alpha,1,4
Undertaker Engine,Artifact,None,0,Elite,Alpha,0,0
Wicker Manikin,Artifact,None,0,Ordinary,Alpha,0,0
Wings of Invention,Artifact,None,0,Exceptional,Alpha,0,0
Cloud City,Site,Air,8,Unique,Alpha,1,16
Dark Tower,Site,Air,32,Ordinary,Alpha,1,49
Gothic Tower,Site,Air,30,Ordinary,Alpha,1,45
Lone Tower,Site,Air,32,Ordinary,Alpha,1,49
Mountain Pass,Site,Air,8,Exceptional,Alpha,2,8
Observatory,Site,Air,21,Elite,Alpha,2,27
Updraft Ridge,Site,Air,3,Exceptional,Alpha,2,4
Watchtower,Site,Air,11,Exceptional,Alpha,2,14
Bedrock,Site,Earth,13,Exceptional,Alpha,3,10
Gnome Hollows,Site,Earth,22,Exceptional,Alpha,3,16
Holy Ground,Site,Earth,6,Exceptional,Alpha,3,4
Humble Village,Site,Earth,6,Ordinary,Alpha,2,6
Kingdom of Agartha,Site,Earth,0,Unique,Alpha,0,0
Pillar of Zeiros,Site,Earth,15,Unique,Alpha,1,31
Quagmire,Site,Earth,26,Exceptional,Alpha,3,20
Rift Valley,Site,Earth,25,Elite,Alpha,2,29
Rustic Village,Site,Earth,8,Ordinary,Alpha,2,8
Secret Tunnel,Site,Earth,0,Exceptional,Alpha,0,0
Simple Village,Site,Earth,4,Ordinary,Alpha,1,6
Vantage Hills,Site,Earth,0,Exceptional,Alpha,0,0
Arid Desert,Site,Fire,34,Ordinary,Alpha,2,29
Dwarven Forge,Site,Fire,2,Elite,Alpha,1,4
Mirage,Site,Fire,2,Elite,Alpha,1,4
Red Desert,Site,Fire,54,Ordinary,Alpha,3,43
Remote Desert,Site,Fire,49,Ordinary,Alpha,3,39
River of Flame,Site,Fire,21,Unique,Alpha,1,43
Shifting Sands,Site,Fire,8,Exceptional,Alpha,2,8
Smokestacks of Gnaak,Site,Fire,20,Unique,Alpha,1,41
Vesuvius,Site,Fire,19,Unique,Alpha,1,39
Autumn River,Site,Water,12,Ordinary,Alpha,2,10
Floodplain,Site,Water,43,Exceptional,Alpha,3,35
Iceberg,Site,Water,0,Exceptional,Alpha,0,0
Island Leviathan,Site,Water,3,Elite,Alpha,2,4
Maelstrom,Site,Water,5,Unique,Alpha,1,10
Spring River,Site,Water,12,Ordinary,Alpha,2,10
Summer River,Site,Water,12,Ordinary,Alpha,2,10
Tadpole Pool,Site,Water,14,Unique,Alpha,1,29
Undertow,Site,Water,9,Exceptional,Alpha,2,10
Aqueduct,Site,"Earth, Water",9,Exceptional,Alpha,2,10
Lighthouse,Site,"Air, Water",24,Exceptional,Alpha,3,18
Oasis,Site,"Fire, Water",38,Exceptional,Alpha,3,31
Pristine Paradise,Site,"Air, Earth, Fire, Water",2,Unique,Alpha,1,4
Ruins,Site,"Air, Fire",43,Exceptional,Alpha,3,35
Steppe,Site,"Earth, Fire",42,Exceptional,Alpha,3,33
The Colour Out of Space,Site,"Air, Earth, Fire, Water",23,Unique,Alpha,1,47
Windmill,Site,"Air, Earth",44,Exceptional,Alpha,3,35
Astral Alcazar,Site,None,0,Elite,Alpha,0,0
Battlefield,Site,None,0,Elite,Alpha,0,0
Boneyard,Site,None,2,Unique,Alpha,1,4
Bottomless Pit,Site,None,4,Elite,Alpha,2,4
Cornerstone,Site,None,3,Exceptional,Alpha,3,2
Crossroads,Site,None,2,Elite,Alpha,1,4
Dome of Osiros,Site,None,1,Unique,Alpha,1,2
Donnybrook Inn,Site,None,0,Unique,Alpha,0,0
Edge of the World,Site,None,2,Elite,Alpha,2,2
Free City,Site,None,21,Exceptional,Alpha,2,18
Great Wall,Site,None,2,Unique,Alpha,1,4
Imperial Road,Site,None,6,Elite,Alpha,2,6
Mirror Realm,Site,None,34,Unique,Alpha,1,69
Mudflow,Site,None,5,Exceptional,Alpha,2,6
Planar Gate,Site,None,0,Elite,Alpha,0,0
Primordial Spring,Site,None,0,Elite,Alpha,0,0
Roots of Yggdrasil,Site,None,2,Unique,Alpha,1,4
Sinkhole,Site,None,17,Elite,Alpha,2,20
Standing Stones,Site,None,2,Elite,Alpha,2,2
The Geistwood,Site,None,6,Unique,Alpha,1,12
Vaults of Zul,Site,None,0,Unique,Alpha,0,0
Avatar of Air,Avatar,None,1,Elite,Alpha,1,2
Avatar of Earth,Avatar,None,2,Elite,Alpha,1,4
Avatar of Fire,Avatar,None,0,Elite,Alpha,0,0
Avatar of Water,Avatar,None,0,Elite,Alpha,0,0
Battlemage,Avatar,None,2,Elite,Alpha,1,4
Deathspeaker,Avatar,None,5,Elite,Alpha,1,10
Elementalist,Avatar,None,1,Elite,Alpha,1,2
Enchantress,Avatar,None,2,Elite,Alpha,1,4
Pathfinder,Avatar,None,3,Unique,Alpha,1,6
Seer,Avatar,None,1,Elite,Alpha,1,2
Sorcerer,Avatar,None,8,Ordinary,Alpha,1,16
Relentless Crowd,Minion,Earth,0,Ordinary,Alpha,0,0
Winter River,Site,Water,6,Ordinary,Alpha,2,6
Sparkmage,Avatar,None,0,Ordinary,Beta,0,0
Geomancer,Avatar,None,1,Ordinary,Beta,1,2
Flamecaller,Avatar,None,3,Ordinary,Beta,1,6
Waveshaper,Avatar,None,3,Ordinary,Beta,1,6
Spellslinger,Avatar,None,0,Ordinary,Beta,0,0
Spire,Site,Air,1,Ordinary,Beta,1,2
Stream,Site,Water,1,Ordinary,Beta,1,2
Valley,Site,Earth,0,Ordinary,Beta,0,0
Wasteland,Site,Fire,2,Ordinary,Beta,1,4
13 Treasures of Britain,Artifact,None,5,Unique,Arthurian Legends,1,10
A Midsummer Night's Dream,Aura,Air,0,Unique,Arthurian Legends,0,0
Amulet of Niniane,Artifact,None,8,Unique,Arthurian Legends,1,16
Annual Fair,Site,None,9,Exceptional,Arthurian Legends,1,14
Arcane Barrage,Magic,Air,8,Elite,Arthurian Legends,2,8
Archimago,Avatar,None,4,Elite,Arthurian Legends,1,8
Arc Lightning,Magic,Air,1,Ordinary,Arthurian Legends,1,2
Attack by Night,Magic,Air,0,Exceptional,Arthurian Legends,0,0
Avalon,Site,"Air, Earth, Fire, Water",0,Unique,Arthurian Legends,0,0
Babbling Brook,Site,Water,21,Exceptional,Arthurian Legends,3,16
Bailey,Artifact,None,0,Exceptional,Arthurian Legends,0,0
Ball Lightning,Magic,Air,1,Elite,Arthurian Legends,1,2
Band of Thieves,Minion,Air,0,Ordinary,Arthurian Legends,0,0
Beacon,Site,Air,20,Exceptional,Arthurian Legends,2,18
Black Knight,Minion,"Fire, Water",2,Exceptional,Arthurian Legends,2,2
Blacksmith Family,Minion,Fire,0,Ordinary,Arthurian Legends,0,0
Bluecap Knockers,Minion,Earth,0,Exceptional,Arthurian Legends,0,0
Blue Knight,Minion,"Air, Water",5,Exceptional,Arthurian Legends,2,4
Blunderbore,Minion,Fire,0,Unique,Arthurian Legends,0,0
Bog,Site,Water,11,Ordinary,Arthurian Legends,2,10
Bonfire,Site,Fire,3,Ordinary,Arthurian Legends,1,6
Boudicca,Minion,Fire,17,Unique,Arthurian Legends,1,35
Bower of Bliss,Site,None,1,Unique,Arthurian Legends,1,2
Briar Patch,Site,Earth,6,Exceptional,Arthurian Legends,2,6
