Name,Type,Element,Count,Rarity,Set,Average_Played,Percent_of_Decks_with_at_least_one_copy
Azuridge Caravan,Minion,"Earth, Fire, Water, Air, None",0,Ordinary,Alpha,0,0
Baba Yaga's Hut,Site,None,9,Unique,Gothic,1,8
Babbling Brook,Site,Water,57,Exceptional,Arthurian Legends,2,21
Backstab,Magic,Fire,0,Exceptional,Alpha,0,0
Bailey,Artifact,None,0,Exceptional,Arthurian Legends,0,0
Ball Lightning,Magic,Air,0,Elite,Arthurian Legends,0,0
Balor of the Evil Eye,Minion,Fire,39,Unique,Gothic,1,34
Band of Thieves,Minion,Air,0,Ordinary,Arthurian Legends,0,0
Bane Widow,Minion,Fire,2,Exceptional,Alpha,2,1
Bane of Aventis,Minion,Air,16,Unique,Gothic,1,14
Baptize,Magic,Water,0,Ordinary,Gothic,0,0
Barging Barghest,Minion,Fire,14,Exceptional,Gothic,3,4
Barrow Wight,Minion,Earth,0,Ordinary,Gothic,0,0
Battering Ram,Artifact,None,0,Exceptional,Alpha,0,0
Battlefield,Site,None,0,Elite,Alpha,0,0
Battlemage,Avatar,None,7,,Alpha,1,6
Beacon,Site,Air,10,Exceptional,Arthurian Legends,2,5
Beast of Burden,Minion,Fire,0,Ordinary,Alpha,0,0
Bedrock,Site,Earth,3,Exceptional,Alpha,2,2
Begone!,Magic,Fire,8,Exceptional,Gothic,3,3
Belfry,Artifact,None,1,Elite,Alpha,1,1
Belmotte Longbowmen,Minion,Earth,0,Ordinary,Alpha,0,0
Betrayal,Magic,Fire,20,Elite,Gothic,2,12
Bind Evil,Magic,Earth,0,Exceptional,Gothic,0,0
Bitten,Minion,Earth,0,Exceptional,Gothic,0,0
Bitter Departed,Minion,Air,0,Exceptional,Gothic,0,0
Black Cat,Minion,Air,0,Elite,Gothic,0,0
Black Knight,Minion,"Fire, Water",0,Exceptional,Arthurian Legends,0,0
Black Mass,Magic,Air,4,Unique,Gothic,1,4
Black Obelisk,Artifact,None,0,Elite,Alpha,0,0
Blacksmith Family,Minion,Fire,0,Ordinary,Arthurian Legends,0,0
Bladderblimp,Minion,Air,3,Exceptional,Gothic,3,1
Blade of Thorns,Artifact,None,4,Elite,Gothic,2,2
Bladedancer,Avatar,None,1,,Gothic,1,1
Blasphemy,Magic,"Fire, Water, Air",1,Unique,Gothic,1,1
Blasted Oak,Artifact,None,0,Unique,Alpha,0,0
Blaze,Magic,Fire,15,Exceptional,Alpha,2,9
Blaze of Glory,Magic,Fire,32,Unique,Gothic,1,27
Bleeding Skull,Artifact,None,2,Elite,Gothic,2,1
Bless,Magic,Earth,0,Ordinary,Gothic,0,0
Blessed Village,Site,Earth,0,Ordinary,Gothic,0,0
Blessed Well,Site,Water,7,Ordinary,Gothic,1,5
Blightstone,Artifact,None,0,Elite,Gothic,0,0
Blink,Magic,Air,60,Ordinary,Alpha,3,19
Blizzard,Aura,Water,0,Ordinary,Alpha,0,0
Blood Mana,Magic,Fire,1,Unique,Gothic,1,1
Blood Ravens,Minion,Air,0,Ordinary,Alpha,0,0
Blue Knight,Minion,"Water, Air",2,Exceptional,Arthurian Legends,2,1
Bluecap Knockers,Minion,Earth,0,Exceptional,Arthurian Legends,0,0
Blunderbore,Minion,Fire,2,Unique,Arthurian Legends,2,1
Bodach Bogeyman,Minion,Fire,1,Unique,Gothic,1,1
Bog,Site,Water,8,Ordinary,Arthurian Legends,1,5
Boil,Magic,Fire,2,Ordinary,Alpha,1,2
Bone Jumble,Minion,Air,5,Exceptional,Gothic,2,2
Bone Rabble,Minion,Earth,0,Ordinary,Alpha,0,0
Bone Spear,Magic,Air,6,Ordinary,Gothic,3,2
Boneyard,Site,None,1,Unique,Alpha,1,1
Bonfire,Site,Fire,5,Ordinary,Arthurian Legends,1,4
Book Burners,Minion,Fire,0,Elite,Gothic,0,0
Book of Blessings,Artifact,None,0,Unique,Gothic,0,0
Book of the Dead,Artifact,None,7,Unique,Gothic,1,5
Border Militia,Magic,Earth,30,Ordinary,Alpha,3,10
Bosk Troll,Minion,Earth,18,Ordinary,Alpha,3,5
Bottomless Pit,Site,None,17,Elite,Alpha,2,8
Boudicca,Minion,Fire,22,Unique,Arthurian Legends,1,19
Boulevard of Bones,Site,Earth,36,Elite,Gothic,2,16
Bound Spirit,Minion,Air,0,Ordinary,Gothic,0,0
Bower of Bliss,Site,None,3,Unique,Arthurian Legends,1,3
Briar Patch,Site,Earth,12,Exceptional,Arthurian Legends,2,5
Bridge Troll,Minion,Water,0,Exceptional,Alpha,0,0
Brobdingnag Bullfrog,Minion,Water,9,Exceptional,Alpha,2,4
Broceliande,Site,None,0,Unique,Arthurian Legends,0,0
Brocéliande,Site,None,0,Unique,Arthurian Legends,0,0
Broomstick Witch,Minion,Air,0,Ordinary,Gothic,0,0
Brother Knight,Minion,Fire,4,Elite,Arthurian Legends,2,2
Brown Bears,Minion,Earth,0,Ordinary,Arthurian Legends,0,0
Browse,Magic,Air,17,Unique,Alpha,1,15
Bruin,Minion,None,0,Unique,Arthurian Legends,0,0
Bull Demons of Adum,Minion,Fire,0,Elite,Alpha,0,0
Bull Whip,Artifact,None,0,Exceptional,Gothic,0,0
Bureau of Occult Control,Site,None,23,Elite,Gothic,2,12
Buried Alive,Magic,Earth,0,Ordinary,Gothic,0,0
Buried Treasure,Artifact,None,0,Exceptional,Alpha,0,0
Burning Hands,Magic,Fire,0,Ordinary,Arthurian Legends,0,0
Bury,Magic,Earth,30,Ordinary,Alpha,1,22
Caelestis,Minion,"Earth, Fire, Water, Air",0,Unique,Dragonlord,0,0
Caerleon-Upon-Usk,Site,"Earth, Fire, Water",12,Unique,Arthurian Legends,1,10
Cage of Sidrak,Artifact,None,3,Unique,Gothic,1,3
Call of the Sea,Magic,Water,47,Elite,Gothic,2,27
Call to War,Magic,Earth,0,Exceptional,Alpha,0,0
Camelot,Site,None,3,Unique,Arthurian Legends,2,2
Candlemas Monks,Minion,Air,0,Elite,Alpha,0,0
Captain Baldassare,Minion,Water,8,Unique,Alpha,1,7
Carrion Beetles,Minion,Earth,0,Ordinary,Gothic,0,0
Carrionette,Magic,Air,5,Exceptional,Gothic,2,2
Cast into Exile,Magic,Air,6,Exceptional,Arthurian Legends,2,3
Castle Haunt,Minion,Air,0,Exceptional,Arthurian Legends,0,0
Castle Servants,Minion,Air,0,Ordinary,Arthurian Legends,0,0
Castle's Ablaze!,Aura,Fire,6,Elite,Arthurian Legends,2,4
Cauldron Crones,Minion,Fire,0,Ordinary,Alpha,0,0
Cave Trolls,Minion,Earth,0,Ordinary,Alpha,0,0
Cave-In,Magic,Earth,24,Exceptional,Alpha,2,13
Cemetery Rats,Minion,Earth,19,Ordinary,Gothic,2,7
Cerberus in Chains,Minion,Fire,11,Unique,Alpha,1,9
Chain Lightning,Magic,Air,0,Exceptional,Alpha,0,0
Chains of Prometheus,Artifact,None,15,Elite,Alpha,2,7
Chaos Twister,Magic,Air,6,Elite,Alpha,2,4
Chaoswish,Magic,"Water, Air",1,Unique,Gothic,1,1
Char Omphalos,Artifact,None,14,Unique,Gothic,1,12
Charge,Magic,Fire,3,Ordinary,Arthurian Legends,3,1
Cherubim,Minion,Fire,1,Elite,Gothic,1,1
Chorus of Condemnation,Magic,Air,0,Unique,Gothic,0,0
City of Glass,Site,None,12,Unique,Promotional,1,11
City of Plenty,Site,None,0,Unique,Gothic,0,0
City of Souls,Site,None,5,Unique,Gothic,1,4
City of Traitors,Site,None,5,Unique,Gothic,1,4
Clairvoyant,Minion,Air,2,Elite,Gothic,2,1
Clamor of Harpies,Minion,Fire,8,Exceptional,Alpha,2,4
Clay Golem,Artifact,None,0,Exceptional,Gothic,0,0
Cloud City,Site,Air,10,Unique,Alpha,1,9
Cloud Spirit,Minion,Air,5,Ordinary,Alpha,2,2
Cold Iron Rod,Artifact,None,0,Exceptional,Arthurian Legends,0,0
Colicky Dragonettes,Minion,Fire,71,Exceptional,Alpha,3,22
Common Cottagers,Minion,Earth,0,Ordinary,Arthurian Legends,0,0
Common Sense,Magic,Earth,69,Ordinary,Alpha,3,21
Common Village,Site,Earth,53,Ordinary,Arthurian Legends,4,13
Cone of Flame,Magic,Fire,0,Exceptional,Alpha,0,0
Conqueror Worm,Minion,Earth,1,Elite,Alpha,1,1
Consecrate,Magic,Earth,0,Exceptional,Gothic,0,0
Consecrated Ground,Site,Earth,0,Exceptional,Gothic,0,0
Coral-Reef Kelpie,Minion,Water,0,Ordinary,Alpha,0,0
Cornerstone,Site,None,3,Exceptional,Alpha,3,1
Corpse Catapult,Artifact,None,1,Elite,Gothic,1,1
Corpse Explosion,Magic,Fire,0,Elite,Gothic,0,0
Corruptor,Avatar,None,1,,Gothic,1,1
Corruptor Freak,Minion,Fire,4,Exceptional,Gothic,2,2
Court Jester,Minion,Water,0,Elite,Alpha,0,0
Courtesan Thais,Minion,Fire,13,Unique,Alpha,1,12
Courtesan Thaïs,Minion,Fire,0,Unique,Alpha,0,0
Coy Nixie,Minion,Water,90,Exceptional,Arthurian Legends,3,28
Cradle of Etherrum,Artifact,None,0,Unique,Dragonlord,0,0
Cranky Overseer,Minion,Fire,0,Elite,Gothic,0,0
Craterize,Magic,Earth,51,Elite,Alpha,2,24
Crave Golem,Artifact,None,0,Exceptional,Alpha,0,0
Crawler,Minion,Earth,0,Ordinary,Gothic,0,0
Crawling Congregation,Minion,Earth,0,Elite,Gothic,0,0
Critical Strike,Magic,Fire,2,Ordinary,Alpha,1,2
Croaking Swamp,Site,Water,16,Ordinary,Gothic,2,7
Croll Morlocks,Minion,Earth,0,Exceptional,Gothic,0,0
Crossroads,Site,None,2,Elite,Alpha,1,2
Crown Prince,Minion,Earth,3,Unique,Alpha,2,2
Crown of the Victor,Artifact,None,7,Unique,Alpha,1,6
Crucifix,Artifact,None,0,Elite,Gothic,0,0
Crusade,Aura,Earth,13,Unique,Alpha,1,12
Cursed Iron,Aura,Fire,0,Elite,Gothic,0,0
Cursed Land,Site,Fire,1,Elite,Arthurian Legends,1,1
Dalcean Phalanx,Minion,Earth,9,Exceptional,Alpha,2,4
Dame Britomart,Minion,"Earth, Water, Air",1,Unique,Arthurian Legends,1,1
Dank Omphalos,Artifact,None,21,Unique,Gothic,1,19
Daperyll Vampire,Minion,Air,72,Exceptional,Alpha,2,28
Dark Alley,Site,Air,3,Exceptional,Gothic,3,1
Dark Tower,Site,Air,61,Ordinary,Alpha,1,39
Darkest Dungeon,Site,None,5,Unique,Gothic,1,4
Day of Judgment,Magic,Fire,2,Unique,Promotional,1,2
De Vermis Mysteriis,Artifact,None,1,Unique,Gothic,1,1
Dead of Night Demon,Minion,Air,0,Ordinary,Alpha,0,0
Death Dealer,Minion,Fire,32,Unique,Alpha,1,27
Death Knight,Minion,Earth,6,Exceptional,Gothic,3,2
Deathspeaker,Avatar,None,5,,Alpha,1,4
Deathwish,Magic,"Fire, Air",0,Unique,Gothic,0,0
Deep Sea,Site,Water,53,Exceptional,Gothic,2,21
Deep-Sea Mermaids,Minion,Water,4,Ordinary,Alpha,4,1
Defiler Spire,Site,Air,1,Unique,Gothic,1,1
Degradation,Magic,Water,0,Exceptional,Arthurian Legends,0,0
Deliverance,Magic,Earth,0,Unique,Gothic,0,0
Demon Hunter,Minion,Water,0,Exceptional,Gothic,0,0
Demonic Contract,Magic,Fire,0,Elite,Gothic,0,0
Den of Evil,Site,Air,26,Ordinary,Gothic,3,8
Desecrate,Magic,Air,4,Exceptional,Gothic,2,2
Desecrated Ground,Site,Air,6,Exceptional,Gothic,3,2
Desecrator Kite,Minion,Air,4,Ordinary,Gothic,4,1
Desert Bloom,Site,Fire,38,Ordinary,Gothic,2,16
Detonate,Magic,Fire,0,Ordinary,Gothic,0,0
Devil's Egg,Artifact,None,1,Elite,Alpha,1,1
Dhol Chants,Magic,Air,1,Elite,Gothic,1,1
Diluvian Kraken,Minion,Water,0,Elite,Alpha,0,0
Dirium Fomorians,Minion,Earth,0,Exceptional,Arthurian Legends,0,0
Disenchant,Magic,Air,2,Ordinary,Alpha,1,2
Disintegrate,Magic,Fire,35,Elite,Alpha,2,18
Dispel,Magic,Earth,17,Ordinary,Alpha,1,15
Displace,Magic,Air,3,Ordinary,Gothic,2,2
Divine Healing,Magic,Earth,50,Exceptional,Alpha,2,19
Divine Intervention,Magic,"Earth, Fire, Water, Air",0,Unique,Gothic,0,0
Divine Lance,Magic,Earth,0,Elite,Gothic,0,0
Doctor Demetrius,Minion,Water,1,Unique,Gothic,1,1
Dodge Roll,Magic,Water,7,Exceptional,Alpha,2,4
Dome of Osiros,Site,None,1,Unique,Alpha,1,1
Donnybrook Inn,Site,None,0,Unique,Alpha,0,0
Doomsday Cult,Minion,Fire,0,Elite,Gothic,0,0
Doomsday Device,Artifact,None,0,Unique,Alpha,0,0
Doomsday Prophet,Minion,Fire,0,Unique,Alpha,0,0
Dormant Monstrosity,Minion,Water,20,Elite,Gothic,2,9
Dozmary Pool,Site,Water,1,Unique,Arthurian Legends,1,1
Draco Corvus,Minion,"Earth, Air",0,Unique,Dragonlord,0,0
Draconian Bonekite,Minion,Air,4,Unique,Gothic,1,4
Dragonlord,Avatar,None,3,,Dragonlord,1,3
Dragonlord's Lair,Site,None,0,Unique,Dragonlord,0,0
Dread Thicket,Site,Air,1,Elite,Gothic,1,1
Dreadwing,Minion,Air,0,Ordinary,Gothic,0,0
Dream-Quest,Magic,Air,0,Unique,Alpha,0,0
Dredge,Magic,Water,0,Exceptional,Gothic,0,0
Driftwood Marrows,Artifact,None,3,Exceptional,Gothic,3,1
Drought,Aura,Fire,3,Exceptional,Alpha,2,2
Drown,Magic,Water,9,Ordinary,Alpha,2,4
Drowned,Minion,Water,0,Ordinary,Gothic,0,0
Druid,Avatar,None,3,,Arthurian Legends,1,3
Drums of Doom,Artifact,None,6,Elite,Alpha,1,4
Duel,Magic,Earth,1,Ordinary,Arthurian Legends,1,1
Duplicator,Avatar,None,1,,Gothic,1,1
Dwarven Digging Team,Minion,Earth,0,Exceptional,Alpha,0,0
Dwarven Forge,Site,Fire,3,Elite,Alpha,1,3
Earl of the Ivory Towers,Minion,Air,2,Elite,Gothic,2,1
Earthquake,Magic,Earth,69,Elite,Alpha,2,31
East-West Dragon,Minion,Air,0,Elite,Alpha,0,0
Eclipse,Aura,Air,5,Unique,Gothic,1,4
Edge of the World,Site,None,0,Elite,Alpha,0,0
Eerie Coral,Artifact,None,1,Exceptional,Gothic,1,1
Elder Ruins,Site,Water,4,Elite,Gothic,1,3
Elementalist,Avatar,None,5,,Alpha,1,4
Eltham Townsfolk,Minion,Earth,0,Ordinary,Gothic,0,0
Enchantress,Avatar,None,2,,Alpha,1,2
Endless Fence,Site,Earth,3,Unique,Gothic,2,2
Enduring Faith,Magic,Earth,0,Exceptional,Gothic,0,0
Enraged Familiar,Minion,Fire,0,Ordinary,Gothic,0,0
Entangle Terrain,Aura,Earth,0,Ordinary,Alpha,0,0
Entombed,Minion,Earth,3,Ordinary,Gothic,3,1
Erik's Curiosa,Artifact,None,0,Unique,Alpha,0,0
Ersatz Platz,Site,None,5,Elite,Gothic,2,3
Escyllion Cyclops,Minion,Fire,0,Exceptional,Alpha,0,0
Estranged Loner,Minion,Water,5,Exceptional,Gothic,2,2
Ether Core,Artifact,None,3,Unique,Gothic,1,3
Evil Presence,Aura,Air,2,Exceptional,Alpha,2,1
Evil Twin,Minion,Water,5,Unique,Gothic,1,4
Excalibur,Artifact,None,0,Unique,Arthurian Legends,0,0
Exhume,Magic,Earth,0,Exceptional,Gothic,0,0
Exorcism,Magic,Earth,0,Ordinary,Alpha,0,0
Extinguish,Magic,Water,0,Ordinary,Alpha,0,0
Fade,Magic,Air,0,Ordinary,Alpha,0,0
Fae City,Site,Air,0,Exceptional,Arthurian Legends,0,0
Fail-not Bow,Artifact,None,1,Unique,Arthurian Legends,1,1
Failed Mutation,Minion,Water,29,Exceptional,Gothic,3,10
Faith Incarnate,Minion,Earth,0,Elite,Gothic,0,0
Fallen Angel,Minion,Fire,3,Exceptional,Gothic,3,1
Falling Star,Aura,Air,0,Elite,Gothic,0,0
False Idol,Artifact,None,1,Elite,Gothic,1,1
Far East Assassin,Minion,Fire,0,Elite,Alpha,0,0
Fatality,Magic,"Fire, Air",0,Exceptional,Gothic,0,0
Feast for Crows,Magic,Air,7,Unique,Arthurian Legends,1,6
Feign Death,Magic,Water,5,Exceptional,Gothic,2,2
Felbog Frog Men,Minion,Water,0,Exceptional,Alpha,0,0
Fenvale Muse,Minion,Water,1,Ordinary,Alpha,1,1
Ferryman's Coin,Artifact,None,0,Exceptional,Gothic,0,0
Fertile Earth,Site,Earth,48,Exceptional,Gothic,3,17
Fey Changeling,Minion,Water,30,Exceptional,Alpha,2,14
Field Laborers,Minion,Earth,0,Ordinary,Arthurian Legends,0,0
Fields of Camlann,Site,Fire,31,Unique,Arthurian Legends,1,27
Fields of Phyxis,Site,Air,37,Exceptional,Promotional,2,15
Fine Courser,Minion,Air,5,Exceptional,Arthurian Legends,2,2
Finwife,Minion,Water,0,Ordinary,Arthurian Legends,0,0
Fire Harpoons!,Magic,Water,0,Ordinary,Alpha,0,0
Fireball,Magic,Fire,3,Exceptional,Alpha,3,1
Firebolts,Magic,Fire,25,Ordinary,Alpha,2,12
Firebreathing,Magic,Fire,15,Exceptional,Arthurian Legends,2,5
Fisherman's Family,Minion,Water,0,Ordinary,Arthurian Legends,0,0
Flagellant,Minion,Fire,0,Exceptional,Gothic,0,0
Flame Strike,Magic,Fire,1,Ordinary,Gothic,1,1
Flame Wave,Magic,Fire,3,Elite,Alpha,2,2
Flame of the First Ones,Artifact,None,1,Unique,Gothic,1,1
Flamecaller,Avatar,None,0,,Beta,0,0
Flaming Skull,Minion,Fire,6,Ordinary,Gothic,3,2
Flaming Sword,Artifact,None,12,Exceptional,Alpha,2,5
Flanking Maneuver,Magic,Air,14,Exceptional,Alpha,2,7
Flayer,Minion,Fire,0,Ordinary,Gothic,0,0
Flood,Aura,Water,1,Exceptional,Alpha,1,1
Floodplain,Site,Water,73,Exceptional,Alpha,2,29
Font of Life,Magic,Water,2,Exceptional,Alpha,2,1
Foot Soldier (English),Minion,None,0,Ordinary,Promotional,0,0
Foot Soldier (Saracen),Minion,None,0,Ordinary,Promotional,0,0
Foot Soldier 1,Minion,None,0,Ordinary,Alpha,0,0
Foot Soldier 2,Minion,None,0,Ordinary,Alpha,0,0
Foot Soldier 3,Minion,None,0,Ordinary,Alpha,0,0
Foot Soldiers (English),Minion,None,0,Ordinary,Arthurian Legends,0,0
Foot Soldiers (Saracen),Minion,None,0,Ordinary,Arthurian Legends,0,0
Forge,Site,Fire,18,Ordinary,Arthurian Legends,2,10
Forgotten Tomb,Site,Earth,5,Elite,Gothic,2,3
Forlorn Keep,Site,Earth,11,Exceptional,Gothic,3,4
Forsaken,Minion,Air,12,Ordinary,Gothic,3,4
Forsaken Crypt,Site,Air,13,Exceptional,Gothic,2,5
Four Fat Frogs,Magic,Water,0,Exceptional,Gothic,0,0
Four Waters of Paradise,Artifact,None,12,Unique,Arthurian Legends,1,11
Fourberie Knot,Artifact,None,0,Exceptional,Arthurian Legends,0,0
Fowl Bones,Minion,Air,2,Ordinary,Gothic,2,1
Free City,Site,None,5,Exceptional,Alpha,2,2
Freeze,Magic,Water,0,Ordinary,Gothic,0,0
Frisky Red Squirrel,Minion,Earth,0,Exceptional,Arthurian Legends,0,0
Frog,Minion,None,0,Ordinary,Gothic,0,0
Frog (Blue),Minion,None,0,Ordinary,Alpha,0,0
Frog (Green),Minion,None,0,Ordinary,Alpha,0,0
Frog (Red),Minion,None,0,Ordinary,Alpha,0,0
Frontier Settlers,Minion,Earth,5,Exceptional,Alpha,2,2
Frost Nova,Magic,Water,5,Exceptional,Alpha,2,2
Frozen Horror,Minion,Water,0,Exceptional,Gothic,0,0
Funeral Pyre,Site,Fire,73,Exceptional,Arthurian Legends,2,34
Garden of Eden,Site,"Earth, Water",26,Unique,Gothic,1,23
Gargantula,Minion,Earth,76,Elite,Gothic,2,34
Geomancer,Avatar,None,11,,Beta,1,10
Geyser,Magic,Water,14,Exceptional,Alpha,2,7
Ghost Ship,Minion,Water,3,Elite,Alpha,2,2
Ghost Town,Site,None,0,Exceptional,Gothic,0,0
Ghostfire,Magic,Fire,0,Ordinary,Gothic,0,0
Ghoul,Minion,Air,0,Ordinary,Gothic,0,0
Giant Killer,Minion,Water,0,Exceptional,Arthurian Legends,0,0
Giant Shark,Minion,Water,0,Exceptional,Alpha,0,0
Gibbous Nightgaunts,Minion,Air,24,Exceptional,Gothic,3,8
Gift of the Frog,Magic,Water,4,Ordinary,Gothic,2,2
Gift of the Raven,Magic,Air,2,Ordinary,Gothic,2,1
Gift of the Serpent,Magic,Fire,32,Ordinary,Gothic,2,14
Gift of the Wolf,Magic,Earth,75,Ordinary,Gothic,3,21
Gigantism,Magic,Earth,21,Unique,Alpha,1,19
Gilded Aegis,Artifact,None,0,Unique,Alpha,0,0
Gilman House,Site,Water,16,Unique,Gothic,1,14
Glastonbury Tor,Site,"Earth, Fire, Air",16,Unique,Arthurian Legends,1,13
Gloam Toads,Minion,Water,4,Elite,Gothic,2,2
Gnarled Wendigo,Minion,Water,31,Exceptional,Gothic,3,10
Gneissgnath Gnomes,Minion,Earth,0,Exceptional,Alpha,0,0
Gnome Hollows,Site,Earth,51,Exceptional,Alpha,3,16
Goat for Azazel,Minion,Earth,4,Unique,Gothic,1,4
Golden Dawn,Magic,Earth,0,Unique,Gothic,0,0
Golden Harp,Artifact,None,4,Elite,Arthurian Legends,2,2
Golgor,Minion,Fire,0,Elite,Gothic,0,0
Gossamer Ghost,Minion,Air,0,Ordinary,Gothic,0,0
Goswhit Helmet,Artifact,None,1,Elite,Arthurian Legends,1,1
Gothic Tower,Site,Air,64,Ordinary,Alpha,1,40
Grain Sparrow,Minion,Earth,0,Ordinary,Arthurian Legends,0,0
Granary Rats,Minion,Fire,0,Ordinary,Gothic,0,0
Grand Old Boar,Minion,Earth,2,Elite,Arthurian Legends,2,1
Grandmaster Wizard,Minion,Air,27,Elite,Alpha,2,12
Grapple Shot,Magic,Air,87,Ordinary,Alpha,3,29
Grasping Ground,Magic,Earth,0,Elite,Gothic,0,0
Gravedigger,Minion,Earth,0,Exceptional,Gothic,0,0
Great Old One,Minion,Water,5,Unique,Alpha,1,4
Great Wall,Site,None,7,Unique,Alpha,1,5
Greater Blood Demon,Minion,Fire,5,Elite,Gothic,2,3
Grey Wolves,Minion,Earth,0,Ordinary,Alpha,0,0
Grief Larvae,Minion,Fire,0,Ordinary,Gothic,0,0
Grievous Insult,Magic,Water,0,Ordinary,Arthurian Legends,0,0
Grigori Rasputin,Minion,Fire,9,Unique,Gothic,1,7
Grim Guisarme,Artifact,None,3,Elite,Arthurian Legends,1,3
Grim Reaper,Minion,Air,4,Unique,Alpha,1,4
Grosse Poltergeist,Minion,Fire,0,Elite,Alpha,0,0
Grösse Poltergeist,Minion,Fire,0,Elite,Alpha,0,0
Guardian Angel,Minion,Earth,0,Exceptional,Gothic,0,0
Guards!,Magic,Earth,7,Elite,Arthurian Legends,2,4
Guile Sirens,Minion,Water,4,Exceptional,Alpha,2,2
