Name,Type,Element,Count,Rarity,Set,Average_Played,Percent_of_Decks_with_at_least_one_copy
Sirocco Scorpions,Minion,Fire,0,Ordinary,Alpha,0,0
Swiven Scout,Minion,Fire,3,Exceptional,Alpha,3,5
Tvinnax Berserker,Minion,Fire,0,Exceptional,Alpha,0,0
Vile Imp,Minion,Fire,23,Ordinary,Alpha,3,32
Wayfaring Pilgrim,Minion,Fire,0,Exceptional,Alpha,0,0
Wills-o'-the-Wisp,Minion,Fire,0,Exceptional,Alpha,0,0
Backstab,Magic,Fire,0,Exceptional,Alpha,0,0
Blaze,Magic,Fire,5,Exceptional,Alpha,2,14
Boil,Magic,Fire,0,Ordinary,Alpha,0,0
Cone of Flame,Magic,Fire,0,Exceptional,Alpha,0,0
Critical Strike,Magic,Fire,0,Ordinary,Alpha,0,0
Disintegrate,Magic,Fire,7,Elite,Alpha,2,18
Fireball,Magic,Fire,1,Exceptional,Alpha,1,5
Firebolts,Magic,Fire,16,Ordinary,Alpha,2,36
Flame Wave,Magic,Fire,0,Elite,Alpha,0,0
Heat Ray,Magic,Fire,7,Ordinary,Alpha,1,23
Immolation,Magic,Fire,1,Unique,Alpha,1,5
Incinerate,Magic,Fire,0,Ordinary,Alpha,0,0
Infiltrate,Magic,Fire,11,Elite,Alpha,2,32
Leap Attack,Magic,Fire,2,Exceptional,Alpha,2,5
Mad Dash,Magic,Fire,4,Ordinary,Alpha,2,9
Major Explosion,Magic,Fire,1,Elite,Alpha,1,5
Meteor Shower,Magic,Fire,0,Elite,Alpha,0,0
Minor Explosion,Magic,Fire,4,Ordinary,Alpha,1,14
Pact with the Devil,Magic,Fire,2,Unique,Alpha,1,9
Poison Nova,Magic,Fire,12,Exceptional,Alpha,2,27
Scorched Earth,Magic,Fire,0,Elite,Alpha,0,0
Spin Attack,Magic,Fire,0,Ordinary,Alpha,0,0
Warp Spasm,Magic,Fire,3,Unique,Alpha,1,14
Drought,Aura,Fire,0,Exceptional,Alpha,0,0
Jihad,Aura,Fire,7,Unique,Alpha,1,32
Sandstorm,Aura,Fire,0,Ordinary,Alpha,0,0
Wall of Fire,Aura,Fire,0,Ordinary,Alpha,0,0
Wildfire,Aura,Fire,7,Exceptional,Alpha,2,14
Accursed Albatross,Minion,Water,0,Exceptional,Alpha,0,0
Adept Illusionist,Minion,Water,4,Elite,Alpha,2,9
Anui Undine,Minion,Water,0,Exceptional,Alpha,0,0
Bridge Troll,Minion,Water,0,Exceptional,Alpha,0,0
Brobdingnag Bullfrog,Minion,Water,0,Exceptional,Alpha,0,0
Captain Baldassare,Minion,Water,1,Unique,Alpha,1,5
Coral-Reef Kelpie,Minion,Water,0,Ordinary,Alpha,0,0
Court Jester,Minion,Water,0,Elite,Alpha,0,0
Deep-Sea Mermaids,Minion,Water,0,Ordinary,Alpha,0,0
Diluvian Kraken,Minion,Water,0,Elite,Alpha,0,0
Felbog Frog Men,Minion,Water,0,Exceptional,Alpha,0,0
Fenvale Muse,Minion,Water,0,Ordinary,Alpha,0,0
Fey Changeling,Minion,Water,0,Exceptional,Alpha,0,0
Ghost Ship,Minion,Water,0,Elite,Alpha,0,0
Giant Shark,Minion,Water,0,Exceptional,Alpha,0,0
Great Old One,Minion,Water,0,Unique,Alpha,0,0
Guile Sirens,Minion,Water,0,Exceptional,Alpha,0,0
Lord of Unland,Minion,Water,0,Unique,Alpha,0,0
Megamoeba,Minion,Water,2,Elite,Alpha,2,5
Mother Nature,Minion,Water,0,Unique,Alpha,0,0
Muck Lampreys,Minion,Water,1,Ordinary,Alpha,1,5
Old Salt Anchorman,Minion,Water,0,Ordinary,Alpha,0,0
Ormund Harpooneers,Minion,Water,0,Exceptional,Alpha,0,0
Pirate Ship,Minion,Water,3,Ordinary,Alpha,3,5
Polar Bears,Minion,Water,0,Ordinary,Alpha,0,0
Polar Explorers,Minion,Water,0,Elite,Alpha,0,0
Porcupine Pufferfish,Minion,Water,0,Ordinary,Alpha,0,0
Ruler of Thul,Minion,Water,5,Unique,Alpha,1,23
Sea Raider,Minion,Water,0,Exceptional,Alpha,0,0
Sea Serpent,Minion,Water,0,Ordinary,Alpha,0,0
Sedge Crabs,Minion,Water,5,Ordinary,Alpha,2,9
Seirawan Hydra,Minion,Water,2,Elite,Alpha,2,5
Selfsame Simulacrum,Minion,Water,0,Elite,Alpha,0,0
Sneak Thief,Minion,Water,0,Elite,Alpha,0,0
Swamp Buffalo,Minion,Water,0,Ordinary,Alpha,0,0
Swan Maidens,Minion,Water,0,Ordinary,Alpha,0,0
Tide Naiads,Minion,Water,0,Exceptional,Alpha,0,0
Tringh Constrictor,Minion,Water,0,Exceptional,Alpha,0,0
Tufted Turtles,Minion,Water,7,Ordinary,Alpha,4,9
Unland Angler,Minion,Water,0,Elite,Alpha,0,0
Unland Eel,Minion,Water,0,Exceptional,Alpha,0,0
Yokai Kappas,Minion,Water,2,Elite,Alpha,2,5
Dodge Roll,Magic,Water,0,Exceptional,Alpha,0,0
Drown,Magic,Water,1,Ordinary,Alpha,1,5
Extinguish,Magic,Water,0,Ordinary,Alpha,0,0
Fire Harpoons!,Magic,Water,0,Ordinary,Alpha,0,0
Font of Life,Magic,Water,0,Exceptional,Alpha,0,0
Frost Nova,Magic,Water,0,Exceptional,Alpha,0,0
Geyser,Magic,Water,0,Exceptional,Alpha,0,0
Ice Lance,Magic,Water,0,Ordinary,Alpha,0,0
Marine Voyage,Magic,Water,0,Exceptional,Alpha,0,0
Plague of Frogs,Magic,Water,1,Unique,Alpha,1,5
Pollimorph,Magic,Water,8,Elite,Alpha,2,18
Replication,Magic,Water,0,Elite,Alpha,0,0
Riptide,Magic,Water,4,Ordinary,Alpha,2,9
Shrink,Magic,Water,2,Exceptional,Alpha,2,5
Sleep,Magic,Water,2,Ordinary,Alpha,2,5
Stormy Seas,Magic,Water,2,Exceptional,Alpha,1,9
Twist of Fate,Magic,Water,0,Unique,Alpha,0,0
Upwelling,Magic,Water,0,Exceptional,Alpha,0,0
Wrath of the Sea,Magic,Water,0,Elite,Alpha,0,0
Abundance,Aura,Water,0,Elite,Alpha,0,0
Atlantean Fate,Aura,Water,5,Unique,Alpha,1,23
Blizzard,Aura,Water,0,Ordinary,Alpha,0,0
Flood,Aura,Water,0,Exceptional,Alpha,0,0
Mariner's Curse,Aura,Water,0,Exceptional,Alpha,0,0
Silence,Aura,Water,2,Elite,Alpha,2,5
Wall of Ice,Aura,Water,0,Ordinary,Alpha,0,0
All-terrain Vestments,Artifact,None,0,Elite,Alpha,0,0
Amethyst Core,Artifact,None,4,Unique,Alpha,1,18
Angel's Egg,Artifact,None,3,Elite,Alpha,2,9
Aquamarine Core,Artifact,None,3,Unique,Alpha,1,14
Battering Ram,Artifact,None,0,Exceptional,Alpha,0,0
Belfry,Artifact,None,0,Elite,Alpha,0,0
Black Obelisk,Artifact,None,0,Elite,Alpha,0,0
Blasted Oak,Artifact,None,0,Unique,Alpha,0,0
Buried Treasure,Artifact,None,0,Exceptional,Alpha,0,0
Chains of Prometheus,Artifact,None,0,Elite,Alpha,0,0
Crave Golem,Artifact,None,0,Exceptional,Alpha,0,0
Crown of the Victor,Artifact,None,0,Unique,Alpha,0,0
Devil's Egg,Artifact,None,4,Elite,Alpha,2,9
Doomsday Device,Artifact,None,0,Unique,Alpha,0,0
Drums of Doom,Artifact,None,2,Elite,Alpha,2,5
Erik's Curiosa,Artifact,None,0,Unique,Alpha,0,0
Flaming Sword,Artifact,None,0,Exceptional,Alpha,0,0
Gilded Aegis,Artifact,None,0,Unique,Alpha,0,0
Iron Shackles,Artifact,None,0,Exceptional,Alpha,0,0
Kythera Mechanism,Artifact,None,1,Unique,Alpha,1,5
Land Deed,Artifact,None,0,Elite,Alpha,0,0
Lucky Charm,Artifact,None,0,Exceptional,Alpha,0,0
Maddening Bells,Artifact,None,6,Elite,Alpha,2,14
Magellan Globe,Artifact,None,0,Elite,Alpha,0,0
Magnetic Muzzle,Artifact,None,2,Elite,Alpha,2,5
Mask of Mayhem,Artifact,None,0,Elite,Alpha,0,0
Mix Aer,Artifact,None,2,Elite,Alpha,2,5
Mix Aqua,Artifact,None,2,Elite,Alpha,2,5
Mix Ignis,Artifact,None,7,Elite,Alpha,2,18
Mix Terra,Artifact,None,0,Elite,Alpha,0,0
Onyx Core,Artifact,None,3,Unique,Alpha,1,14
Orb of Ba'al Berith,Artifact,None,3,Unique,Alpha,1,14
Payload Trebuchet,Artifact,None,0,Elite,Alpha,0,0
Pendulum of Peril,Artifact,None,0,Unique,Alpha,0,0
Philosopher's Stone,Artifact,None,9,Unique,Alpha,1,41
Pnakotic Manuscript,Artifact,None,1,Unique,Alpha,1,5
Poisonous Dagger,Artifact,None,2,Exceptional,Alpha,2,5
Purge Juggernaut,Artifact,None,0,Elite,Alpha,0,0
Rolling Boulder,Artifact,None,6,Exceptional,Alpha,3,9
Ruby Core,Artifact,None,5,Unique,Alpha,1,23
Scarecrow,Artifact,None,0,Ordinary,Alpha,0,0
Screaming Skull,Artifact,None,2,Elite,Alpha,2,5
Seven-League Boots,Artifact,None,0,Unique,Alpha,0,0
Siege Ballista,Artifact,None,0,Exceptional,Alpha,0,0
Spear of Destiny,Artifact,None,0,Unique,Alpha,0,0
Sunken Treasure,Artifact,None,0,Exceptional,Alpha,0,0
The Immortal Throne,Artifact,None,0,Unique,Alpha,0,0
Torshammar Trinket,Artifact,None,32,Exceptional,Alpha,2,59
Truesight Crossbow,Artifact,None,0,Exceptional,Alpha,0,0
Undertaker Engine,Artifact,None,0,Elite,Alpha,0,0
Wicker Manikin,Artifact,None,0,Ordinary,Alpha,0,0
Wings of Invention,Artifact,None,0,Exceptional,Alpha,0,0
Cloud City,Site,Air,3,Unique,Alpha,1,14
Dark Tower,Site,Air,26,Ordinary,Alpha,2,68
Gothic Tower,Site,Air,24,Ordinary,Alpha,2,64
Lone Tower,Site,Air,26,Ordinary,Alpha,2,64
Mountain Pass,Site,Air,6,Exceptional,Alpha,3,9
Observatory,Site,Air,5,Elite,Alpha,1,18
Updraft Ridge,Site,Air,0,Exceptional,Alpha,0,0
Watchtower,Site,Air,9,Exceptional,Alpha,2,18
Bedrock,Site,Earth,7,Exceptional,Alpha,2,14
Gnome Hollows,Site,Earth,4,Exceptional,Alpha,2,9
Holy Ground,Site,Earth,1,Exceptional,Alpha,1,5
Humble Village,Site,Earth,4,Ordinary,Alpha,4,5
Kingdom of Agartha,Site,Earth,2,Unique,Alpha,1,9
Pillar of Zeiros,Site,Earth,8,Unique,Alpha,1,36
Quagmire,Site,Earth,9,Exceptional,Alpha,2,18
Rift Valley,Site,Earth,15,Elite,Alpha,2,36
Rustic Village,Site,Earth,4,Ordinary,Alpha,4,5
Secret Tunnel,Site,Earth,0,Exceptional,Alpha,0,0
Simple Village,Site,Earth,7,Ordinary,Alpha,4,9
Vantage Hills,Site,Earth,0,Exceptional,Alpha,0,0
Arid Desert,Site,Fire,22,Ordinary,Alpha,3,32
Dwarven Forge,Site,Fire,0,Elite,Alpha,0,0
Mirage,Site,Fire,0,Elite,Alpha,0,0
Red Desert,Site,Fire,14,Ordinary,Alpha,3,23
Remote Desert,Site,Fire,13,Ordinary,Alpha,3,18
River of Flame,Site,Fire,9,Unique,Alpha,1,41
Shifting Sands,Site,Fire,0,Exceptional,Alpha,0,0
Smokestacks of Gnaak,Site,Fire,8,Unique,Alpha,1,36
Vesuvius,Site,Fire,5,Unique,Alpha,1,23
Autumn River,Site,Water,4,Ordinary,Alpha,4,5
Floodplain,Site,Water,14,Exceptional,Alpha,3,23
Iceberg,Site,Water,0,Exceptional,Alpha,0,0
Island Leviathan,Site,Water,0,Elite,Alpha,0,0
Maelstrom,Site,Water,0,Unique,Alpha,0,0
Spring River,Site,Water,0,Ordinary,Alpha,0,0
Summer River,Site,Water,3,Ordinary,Alpha,3,5
Tadpole Pool,Site,Water,1,Unique,Alpha,1,5
Undertow,Site,Water,2,Exceptional,Alpha,2,5
Aqueduct,Site,"Earth, Water",6,Exceptional,Alpha,3,9
Lighthouse,Site,"Air, Water",11,Exceptional,Alpha,3,18
Oasis,Site,"Fire, Water",9,Exceptional,Alpha,3,14
Pristine Paradise,Site,"Air, Earth, Fire, Water",0,Unique,Alpha,0,0
Ruins,Site,"Air, Fire",27,Exceptional,Alpha,3,41
Steppe,Site,"Earth, Fire",17,Exceptional,Alpha,3,27
The Colour Out of Space,Site,"Air, Earth, Fire, Water",9,Unique,Alpha,1,41
Windmill,Site,"Air, Earth",26,Exceptional,Alpha,3,41
Astral Alcazar,Site,None,0,Elite,Alpha,0,0
Battlefield,Site,None,0,Elite,Alpha,0,0
Boneyard,Site,None,0,Unique,Alpha,0,0
Bottomless Pit,Site,None,6,Elite,Alpha,2,14
Cornerstone,Site,None,0,Exceptional,Alpha,0,0
Crossroads,Site,None,0,Elite,Alpha,0,0
Dome of Osiros,Site,None,1,Unique,Alpha,1,5
Donnybrook Inn,Site,None,0,Unique,Alpha,0,0
Edge of the World,Site,None,0,Elite,Alpha,0,0
Free City,Site,None,13,Exceptional,Alpha,3,23
Great Wall,Site,None,0,Unique,Alpha,0,0
Imperial Road,Site,None,7,Elite,Alpha,2,18
Mirror Realm,Site,None,12,Unique,Alpha,1,55
Mudflow,Site,None,0,Exceptional,Alpha,0,0
Planar Gate,Site,None,0,Elite,Alpha,0,0
Primordial Spring,Site,None,0,Elite,Alpha,0,0
Roots of Yggdrasil,Site,None,0,Unique,Alpha,0,0
Sinkhole,Site,None,7,Elite,Alpha,2,18
Standing Stones,Site,None,0,Elite,Alpha,0,0
The Geistwood,Site,None,0,Unique,Alpha,0,0
Vaults of Zul,Site,None,0,Unique,Alpha,0,0
Avatar of Air,Avatar,None,2,Elite,Alpha,1,9
Avatar of Earth,Avatar,None,1,Elite,Alpha,1,5
Avatar of Fire,Avatar,None,0,Elite,Alpha,0,0
Avatar of Water,Avatar,None,0,Elite,Alpha,0,0
Battlemage,Avatar,None,1,Elite,Alpha,1,5
Deathspeaker,Avatar,None,0,Elite,Alpha,0,0
Elementalist,Avatar,None,0,Elite,Alpha,0,0
Enchantress,Avatar,None,0,Elite,Alpha,0,0
Pathfinder,Avatar,None,0,Unique,Alpha,0,0
Seer,Avatar,None,0,Elite,Alpha,0,0
Sorcerer,Avatar,None,6,Ordinary,Alpha,1,27
Relentless Crowd,Minion,Earth,0,Ordinary,Alpha,0,0
Winter River,Site,Water,0,Ordinary,Alpha,0,0
Sparkmage,Avatar,None,0,Ordinary,Beta,0,0
Geomancer,Avatar,None,1,Ordinary,Beta,1,5
Flamecaller,Avatar,None,4,Ordinary,Beta,1,18
Waveshaper,Avatar,None,0,Ordinary,Beta,0,0
Spellslinger,Avatar,None,0,Ordinary,Beta,0,0
Spire,Site,Air,0,Ordinary,Beta,0,0
Stream,Site,Water,0,Ordinary,Beta,0,0
Valley,Site,Earth,0,Ordinary,Beta,0,0
Wasteland,Site,Fire,0,Ordinary,Beta,0,0
13 Treasures of Britain,Artifact,None,1,Unique,Arthurian Legends,1,5
A Midsummer Night's Dream,Aura,Air,0,Unique,Arthurian Legends,0,0
Amulet of Niniane,Artifact,None,0,Unique,Arthurian Legends,0,0
Annual Fair,Site,None,2,Exceptional,Arthurian Legends,2,5
Arcane Barrage,Magic,Air,5,Elite,Arthurian Legends,2,14
Archimago,Avatar,None,3,Elite,Arthurian Legends,1,14
Arc Lightning,Magic,Air,0,Ordinary,Arthurian Legends,0,0
Attack by Night,Magic,Air,2,Exceptional,Arthurian Legends,2,5
Avalon,Site,"Air, Earth, Fire, Water",0,Unique,Arthurian Legends,0,0
Babbling Brook,Site,Water,10,Exceptional,Arthurian Legends,2,18
Bailey,Artifact,None,0,Exceptional,Arthurian Legends,0,0
Ball Lightning,Magic,Air,0,Elite,Arthurian Legends,0,0
Band of Thieves,Minion,Air,0,Ordinary,Arthurian Legends,0,0
Beacon,Site,Air,8,Exceptional,Arthurian Legends,3,14
Black Knight,Minion,"Fire, Water",1,Exceptional,Arthurian Legends,1,5
Blacksmith Family,Minion,Fire,0,Ordinary,Arthurian Legends,0,0
Bluecap Knockers,Minion,Earth,1,Exceptional,Arthurian Legends,1,5
Blue Knight,Minion,"Air, Water",3,Exceptional,Arthurian Legends,3,5
Blunderbore,Minion,Fire,0,Unique,Arthurian Legends,0,0
Bog,Site,Water,2,Ordinary,Arthurian Legends,2,5
Bonfire,Site,Fire,0,Ordinary,Arthurian Legends,0,0
Boudicca,Minion,Fire,9,Unique,Arthurian Legends,1,41
Bower of Bliss,Site,None,1,Unique,Arthurian Legends,1,5
Briar Patch,Site,Earth,3,Exceptional,Arthurian Legends,3,5
