Name,Type,Element,Count,Rarity,Set,Average_Played,Percent_of_Decks_with_at_least_one_copy
Animist,Avatar,None,0,,Gothic,0,0
Annual Fair,Site,None,3,Exceptional,Arthurian Legends,2,3
Anui Undine,Minion,Water,9,Exceptional,Alpha,2,6
Apostles of Thamariel,Minion,Earth,0,Unique,Gothic,0,0
Apply Alkahest,Magic,"Earth, Fire, Water, Air",2,Elite,Gothic,2,2
Apprentice Wizard,Minion,Air,4,Ordinary,Alpha,4,2
Aquamarine Core,Artifact,None,8,Unique,Alpha,1,12
Aqueduct,Site,"Earth, Water",18,Exceptional,Alpha,3,9
Aramos Mercenaries,Minion,Fire,0,Ordinary,Alpha,0,0
Arc Lightning,Magic,Air,0,Ordinary,Arthurian Legends,0,0
Arcade of Bones,Artifact,None,0,Elite,Gothic,0,0
Arcane Barrage,Magic,Air,4,Elite,Arthurian Legends,2,3
Archangel Gabriel,Minion,Air,2,Unique,Gothic,1,3
Archangel Michael,Minion,Earth,7,Unique,Gothic,1,11
Archangel Raphael,Minion,Water,20,Unique,Gothic,1,31
Archangel Samael,Minion,Fire,3,Unique,Gothic,1,5
Archimago,Avatar,None,2,,Arthurian Legends,1,3
Arid Desert,Site,Fire,18,Ordinary,Alpha,2,19
Arjaro Exorcist,Minion,Earth,22,Elite,Gothic,2,19
Armageddon,Magic,"Earth, Fire, Water, Air",0,Unique,Gothic,0,0
Army of the Dead,Minion,Earth,0,Unique,Gothic,0,0
Askelon Phoenix,Minion,Fire,6,Elite,Alpha,2,6
Asmodeus,Minion,Fire,5,Unique,Gothic,1,8
Assimilator Snail,Minion,Water,0,Elite,Gothic,0,0
Assorted Animals,Magic,Earth,0,Elite,Alpha,0,0
Astral Alcazar,Site,None,0,Elite,Alpha,0,0
Atlantean Fate,Aura,Water,33,Unique,Alpha,1,52
Atlas Wanderers,Minion,Earth,4,Elite,Alpha,2,3
Attack by Night,Magic,Air,0,Exceptional,Arthurian Legends,0,0
Autumn Bloom,Site,Earth,0,Ordinary,Gothic,0,0
Autumn River,Site,Water,15,Ordinary,Alpha,3,8
Autumn Unicorn,Minion,Earth,30,Exceptional,Alpha,3,16
Avalon,Site,"Earth, Fire, Water, Air",0,Unique,Arthurian Legends,0,0
Avatar of Air,Avatar,None,4,,Alpha,1,6
Avatar of Earth,Avatar,None,1,,Alpha,1,2
Avatar of Fire,Avatar,None,0,,Alpha,0,0
Avatar of Water,Avatar,None,0,,Alpha,0,0
Avenging Angel,Minion,Air,6,Exceptional,Gothic,1,8
Awakened Mummies,Minion,Fire,0,Exceptional,Alpha,0,0
Azuridge Caravan,Minion,"Earth, Fire, Water, Air, None",0,Ordinary,Alpha,0,0
Baba Yaga's Hut,Site,None,6,Unique,Gothic,1,9
Babbling Brook,Site,Water,51,Exceptional,Arthurian Legends,3,30
Backstab,Magic,Fire,0,Exceptional,Alpha,0,0
Bailey,Artifact,None,0,Exceptional,Arthurian Legends,0,0
Ball Lightning,Magic,Air,0,Elite,Arthurian Legends,0,0
Balor of the Evil Eye,Minion,Fire,18,Unique,Gothic,1,28
Band of Thieves,Minion,Air,0,Ordinary,Arthurian Legends,0,0
Bane Widow,Minion,Fire,0,Exceptional,Alpha,0,0
Bane of Aventis,Minion,Air,13,Unique,Gothic,1,20
Baptize,Magic,Water,0,Ordinary,Gothic,0,0
Barging Barghest,Minion,Fire,6,Exceptional,Gothic,3,3
Barrow Wight,Minion,Earth,0,Ordinary,Gothic,0,0
Battering Ram,Artifact,None,0,Exceptional,Alpha,0,0
Battlefield,Site,None,0,Elite,Alpha,0,0
Battlemage,Avatar,None,2,,Alpha,1,3
Beacon,Site,Air,0,Exceptional,Arthurian Legends,0,0
Beast of Burden,Minion,Fire,0,Ordinary,Alpha,0,0
Bedrock,Site,Earth,8,Exceptional,Alpha,3,5
Begone!,Magic,Fire,6,Exceptional,Gothic,3,3
Belfry,Artifact,None,0,Elite,Alpha,0,0
Belmotte Longbowmen,Minion,Earth,0,Ordinary,Alpha,0,0
Betrayal,Magic,Fire,22,Elite,Gothic,2,19
Bind Evil,Magic,Earth,0,Exceptional,Gothic,0,0
Bitten,Minion,Earth,0,Exceptional,Gothic,0,0
Bitter Departed,Minion,Air,0,Exceptional,Gothic,0,0
Black Cat,Minion,Air,0,Elite,Gothic,0,0
Black Knight,Minion,"Fire, Water",0,Exceptional,Arthurian Legends,0,0
Black Mass,Magic,Air,1,Unique,Gothic,1,2
Black Obelisk,Artifact,None,0,Elite,Alpha,0,0
Blacksmith Family,Minion,Fire,0,Ordinary,Arthurian Legends,0,0
Bladderblimp,Minion,Air,0,Exceptional,Gothic,0,0
Blade of Thorns,Artifact,None,1,Elite,Gothic,1,2
Bladedancer,Avatar,None,1,,Gothic,1,2
Blasphemy,Magic,"Fire, Water, Air",0,Unique,Gothic,0,0
Blasted Oak,Artifact,None,0,Unique,Alpha,0,0
Blaze,Magic,Fire,20,Exceptional,Alpha,2,16
Blaze of Glory,Magic,Fire,18,Unique,Gothic,1,28
Bleeding Skull,Artifact,None,0,Elite,Gothic,0,0
Bless,Magic,Earth,0,Ordinary,Gothic,0,0
Blessed Village,Site,Earth,0,Ordinary,Gothic,0,0
Blessed Well,Site,Water,5,Ordinary,Gothic,2,3
Blightstone,Artifact,None,1,Elite,Gothic,1,2
Blink,Magic,Air,32,Ordinary,Alpha,2,22
Blizzard,Aura,Water,0,Ordinary,Alpha,0,0
Blood Mana,Magic,Fire,2,Unique,Gothic,1,3
Blood Ravens,Minion,Air,0,Ordinary,Alpha,0,0
Blue Knight,Minion,"Water, Air",10,Exceptional,Arthurian Legends,2,6
Bluecap Knockers,Minion,Earth,0,Exceptional,Arthurian Legends,0,0
Blunderbore,Minion,Fire,1,Unique,Arthurian Legends,1,2
Bodach Bogeyman,Minion,Fire,0,Unique,Gothic,0,0
Bog,Site,Water,6,Ordinary,Arthurian Legends,3,3
Boil,Magic,Fire,1,Ordinary,Alpha,1,2
Bone Jumble,Minion,Air,0,Exceptional,Gothic,0,0
Bone Rabble,Minion,Earth,0,Ordinary,Alpha,0,0
Bone Spear,Magic,Air,3,Ordinary,Gothic,3,2
Boneyard,Site,None,0,Unique,Alpha,0,0
Bonfire,Site,Fire,7,Ordinary,Arthurian Legends,1,11
Book Burners,Minion,Fire,0,Elite,Gothic,0,0
Book of Blessings,Artifact,None,1,Unique,Gothic,1,2
Book of the Dead,Artifact,None,0,Unique,Gothic,0,0
Border Militia,Magic,Earth,3,Ordinary,Alpha,2,3
Bosk Troll,Minion,Earth,14,Ordinary,Alpha,3,8
Bottomless Pit,Site,None,6,Elite,Alpha,2,5
Boudicca,Minion,Fire,18,Unique,Arthurian Legends,1,28
Boulevard of Bones,Site,Earth,2,Elite,Gothic,2,2
Bound Spirit,Minion,Air,0,Ordinary,Gothic,0,0
Bower of Bliss,Site,None,0,Unique,Arthurian Legends,0,0
Briar Patch,Site,Earth,9,Exceptional,Arthurian Legends,2,6
Bridge Troll,Minion,Water,0,Exceptional,Alpha,0,0
Brobdingnag Bullfrog,Minion,Water,2,Exceptional,Alpha,2,2
Broceliande,Site,None,0,Unique,Arthurian Legends,0,0
Brocéliande,Site,None,0,Unique,Arthurian Legends,0,0
Broomstick Witch,Minion,Air,0,Ordinary,Gothic,0,0
Brother Knight,Minion,Fire,0,Elite,Arthurian Legends,0,0
Brown Bears,Minion,Earth,0,Ordinary,Arthurian Legends,0,0
Browse,Magic,Air,10,Unique,Alpha,1,16
Bruin,Minion,None,0,Unique,Arthurian Legends,0,0
Bull Demons of Adum,Minion,Fire,0,Elite,Alpha,0,0
Bull Whip,Artifact,None,0,Exceptional,Gothic,0,0
Bureau of Occult Control,Site,None,8,Elite,Gothic,2,8
Buried Alive,Magic,Earth,0,Ordinary,Gothic,0,0
Buried Treasure,Artifact,None,0,Exceptional,Alpha,0,0
Burning Hands,Magic,Fire,0,Ordinary,Arthurian Legends,0,0
Bury,Magic,Earth,6,Ordinary,Alpha,1,9
Caelestis,Minion,"Earth, Fire, Water, Air",0,Unique,Dragonlord,0,0
Caerleon-Upon-Usk,Site,"Earth, Fire, Water",5,Unique,Arthurian Legends,1,8
Cage of Sidrak,Artifact,None,3,Unique,Gothic,1,5
Call of the Sea,Magic,Water,36,Elite,Gothic,2,38
Call to War,Magic,Earth,0,Exceptional,Alpha,0,0
Camelot,Site,None,0,Unique,Arthurian Legends,0,0
Candlemas Monks,Minion,Air,0,Elite,Alpha,0,0
Captain Baldassare,Minion,Water,4,Unique,Alpha,1,6
Carrion Beetles,Minion,Earth,0,Ordinary,Gothic,0,0
Carrionette,Magic,Air,0,Exceptional,Gothic,0,0
Cast into Exile,Magic,Air,0,Exceptional,Arthurian Legends,0,0
Castle Haunt,Minion,Air,0,Exceptional,Arthurian Legends,0,0
Castle Servants,Minion,Air,0,Ordinary,Arthurian Legends,0,0
Castle's Ablaze!,Aura,Fire,2,Elite,Arthurian Legends,2,2
Cauldron Crones,Minion,Fire,0,Ordinary,Alpha,0,0
Cave Trolls,Minion,Earth,0,Ordinary,Alpha,0,0
Cave-In,Magic,Earth,0,Exceptional,Alpha,0,0
Cemetery Rats,Minion,Earth,0,Ordinary,Gothic,0,0
Cerberus in Chains,Minion,Fire,6,Unique,Alpha,1,9
Chain Lightning,Magic,Air,0,Exceptional,Alpha,0,0
Chains of Prometheus,Artifact,None,4,Elite,Alpha,2,3
Chaos Twister,Magic,Air,2,Elite,Alpha,2,2
Chaoswish,Magic,"Water, Air",0,Unique,Gothic,0,0
Char Omphalos,Artifact,None,8,Unique,Gothic,1,12
Charge,Magic,Fire,0,Ordinary,Arthurian Legends,0,0
Cherubim,Minion,Fire,2,Elite,Gothic,2,2
Chorus of Condemnation,Magic,Air,0,Unique,Gothic,0,0
City of Glass,Site,None,8,Unique,Promotional,1,12
City of Plenty,Site,None,3,Unique,Gothic,1,5
City of Souls,Site,None,8,Unique,Gothic,1,12
City of Traitors,Site,None,1,Unique,Gothic,1,2
Clairvoyant,Minion,Air,0,Elite,Gothic,0,0
Clamor of Harpies,Minion,Fire,5,Exceptional,Alpha,2,3
Clay Golem,Artifact,None,0,Exceptional,Gothic,0,0
Cloud City,Site,Air,5,Unique,Alpha,1,8
Cloud Spirit,Minion,Air,3,Ordinary,Alpha,3,2
Cold Iron Rod,Artifact,None,0,Exceptional,Arthurian Legends,0,0
Colicky Dragonettes,Minion,Fire,56,Exceptional,Alpha,3,31
Common Cottagers,Minion,Earth,0,Ordinary,Arthurian Legends,0,0
Common Sense,Magic,Earth,16,Ordinary,Alpha,3,8
Common Village,Site,Earth,3,Ordinary,Arthurian Legends,2,3
Cone of Flame,Magic,Fire,0,Exceptional,Alpha,0,0
Conqueror Worm,Minion,Earth,0,Elite,Alpha,0,0
Consecrate,Magic,Earth,0,Exceptional,Gothic,0,0
Consecrated Ground,Site,Earth,1,Exceptional,Gothic,1,2
Coral-Reef Kelpie,Minion,Water,0,Ordinary,Alpha,0,0
Cornerstone,Site,None,0,Exceptional,Alpha,0,0
Corpse Catapult,Artifact,None,0,Elite,Gothic,0,0
Corpse Explosion,Magic,Fire,0,Elite,Gothic,0,0
Corruptor,Avatar,None,0,,Gothic,0,0
Corruptor Freak,Minion,Fire,9,Exceptional,Gothic,3,5
Court Jester,Minion,Water,0,Elite,Alpha,0,0
Courtesan Thais,Minion,Fire,7,Unique,Alpha,1,11
Courtesan Thaïs,Minion,Fire,0,Unique,Alpha,0,0
Coy Nixie,Minion,Water,78,Exceptional,Arthurian Legends,3,44
Cradle of Etherrum,Artifact,None,0,Unique,Dragonlord,0,0
Cranky Overseer,Minion,Fire,0,Elite,Gothic,0,0
Craterize,Magic,Earth,5,Elite,Alpha,2,5
Crave Golem,Artifact,None,0,Exceptional,Alpha,0,0
Crawler,Minion,Earth,0,Ordinary,Gothic,0,0
Crawling Congregation,Minion,Earth,0,Elite,Gothic,0,0
Critical Strike,Magic,Fire,1,Ordinary,Alpha,1,2
Croaking Swamp,Site,Water,5,Ordinary,Gothic,2,3
Croll Morlocks,Minion,Earth,0,Exceptional,Gothic,0,0
Crossroads,Site,None,4,Elite,Alpha,2,3
Crown Prince,Minion,Earth,0,Unique,Alpha,0,0
Crown of the Victor,Artifact,None,2,Unique,Alpha,1,3
Crucifix,Artifact,None,0,Elite,Gothic,0,0
Crusade,Aura,Earth,2,Unique,Alpha,1,3
Cursed Iron,Aura,Fire,0,Elite,Gothic,0,0
Cursed Land,Site,Fire,0,Elite,Arthurian Legends,0,0
Dalcean Phalanx,Minion,Earth,14,Exceptional,Alpha,3,8
Dame Britomart,Minion,"Earth, Water, Air",1,Unique,Arthurian Legends,1,2
Dank Omphalos,Artifact,None,18,Unique,Gothic,1,28
Daperyll Vampire,Minion,Air,48,Exceptional,Alpha,3,28
Dark Alley,Site,Air,6,Exceptional,Gothic,3,3
Dark Tower,Site,Air,38,Ordinary,Alpha,1,50
Darkest Dungeon,Site,None,0,Unique,Gothic,0,0
Day of Judgment,Magic,Fire,0,Unique,Promotional,0,0
De Vermis Mysteriis,Artifact,None,0,Unique,Gothic,0,0
Dead of Night Demon,Minion,Air,0,Ordinary,Alpha,0,0
Death Dealer,Minion,Fire,8,Unique,Alpha,1,12
Death Knight,Minion,Earth,0,Exceptional,Gothic,0,0
Deathspeaker,Avatar,None,1,,Alpha,1,2
Deathwish,Magic,"Fire, Air",0,Unique,Gothic,0,0
Deep Sea,Site,Water,19,Exceptional,Gothic,2,14
Deep-Sea Mermaids,Minion,Water,10,Ordinary,Alpha,3,5
Defiler Spire,Site,Air,1,Unique,Gothic,1,2
Degradation,Magic,Water,0,Exceptional,Arthurian Legends,0,0
Deliverance,Magic,Earth,0,Unique,Gothic,0,0
Demon Hunter,Minion,Water,0,Exceptional,Gothic,0,0
Demonic Contract,Magic,Fire,0,Elite,Gothic,0,0
Den of Evil,Site,Air,18,Ordinary,Gothic,4,8
Desecrate,Magic,Air,5,Exceptional,Gothic,2,3
Desecrated Ground,Site,Air,0,Exceptional,Gothic,0,0
Desecrator Kite,Minion,Air,0,Ordinary,Gothic,0,0
Desert Bloom,Site,Fire,8,Ordinary,Gothic,1,9
Detonate,Magic,Fire,2,Ordinary,Gothic,2,2
Devil's Egg,Artifact,None,0,Elite,Alpha,0,0
Dhol Chants,Magic,Air,0,Elite,Gothic,0,0
Diluvian Kraken,Minion,Water,6,Elite,Alpha,2,5
Dirium Fomorians,Minion,Earth,0,Exceptional,Arthurian Legends,0,0
Disenchant,Magic,Air,2,Ordinary,Alpha,1,3
Disintegrate,Magic,Fire,28,Elite,Alpha,2,23
Dispel,Magic,Earth,6,Ordinary,Alpha,1,9
Displace,Magic,Air,8,Ordinary,Gothic,2,6
Divine Healing,Magic,Earth,8,Exceptional,Alpha,3,5
Divine Intervention,Magic,"Earth, Fire, Water, Air",0,Unique,Gothic,0,0
Divine Lance,Magic,Earth,0,Elite,Gothic,0,0
Doctor Demetrius,Minion,Water,5,Unique,Gothic,1,8
Dodge Roll,Magic,Water,4,Exceptional,Alpha,2,3
Dome of Osiros,Site,None,0,Unique,Alpha,0,0
Donnybrook Inn,Site,None,0,Unique,Alpha,0,0
Doomsday Cult,Minion,Fire,0,Elite,Gothic,0,0
Doomsday Device,Artifact,None,0,Unique,Alpha,0,0
Doomsday Prophet,Minion,Fire,1,Unique,Alpha,1,2
Dormant Monstrosity,Minion,Water,8,Elite,Gothic,2,6
Dozmary Pool,Site,Water,0,Unique,Arthurian Legends,0,0
Draco Corvus,Minion,"Earth, Air",0,Unique,Dragonlord,0,0
Draconian Bonekite,Minion,Air,0,Unique,Gothic,0,0
Dragonlord,Avatar,None,2,,Dragonlord,1,3
Dragonlord's Lair,Site,None,0,Unique,Dragonlord,0,0
Dread Thicket,Site,Air,0,Elite,Gothic,0,0
Dreadwing,Minion,Air,0,Ordinary,Gothic,0,0
Dream-Quest,Magic,Air,0,Unique,Alpha,0,0
Dredge,Magic,Water,0,Exceptional,Gothic,0,0
Driftwood Marrows,Artifact,None,3,Exceptional,Gothic,3,2
Drought,Aura,Fire,4,Exceptional,Alpha,2,3
Drown,Magic,Water,3,Ordinary,Alpha,2,3
Drowned,Minion,Water,0,Ordinary,Gothic,0,0
Druid,Avatar,None,3,,Arthurian Legends,1,5
Drums of Doom,Artifact,None,4,Elite,Alpha,1,5
Duel,Magic,Earth,0,Ordinary,Arthurian Legends,0,0
Duplicator,Avatar,None,0,,Gothic,0,0
Dwarven Digging Team,Minion,Earth,0,Exceptional,Alpha,0,0
Dwarven Forge,Site,Fire,2,Elite,Alpha,1,3
Earl of the Ivory Towers,Minion,Air,0,Elite,Gothic,0,0
Earthquake,Magic,Earth,24,Elite,Alpha,2,20
East-West Dragon,Minion,Air,0,Elite,Alpha,0,0
Eclipse,Aura,Air,2,Unique,Gothic,1,3
Edge of the World,Site,None,0,Elite,Alpha,0,0
Eerie Coral,Artifact,None,0,Exceptional,Gothic,0,0
Elder Ruins,Site,Water,6,Elite,Gothic,2,5
Elementalist,Avatar,None,2,,Alpha,1,3
Eltham Townsfolk,Minion,Earth,0,Ordinary,Gothic,0,0
Enchantress,Avatar,None,0,,Alpha,0,0
Endless Fence,Site,Earth,4,Unique,Gothic,1,6
Enduring Faith,Magic,Earth,0,Exceptional,Gothic,0,0
Enraged Familiar,Minion,Fire,0,Ordinary,Gothic,0,0
Entangle Terrain,Aura,Earth,0,Ordinary,Alpha,0,0
Entombed,Minion,Earth,0,Ordinary,Gothic,0,0
Erik's Curiosa,Artifact,None,0,Unique,Alpha,0,0
Ersatz Platz,Site,None,0,Elite,Gothic,0,0
Escyllion Cyclops,Minion,Fire,0,Exceptional,Alpha,0,0
Estranged Loner,Minion,Water,3,Exceptional,Gothic,3,2
Ether Core,Artifact,None,0,Unique,Gothic,0,0
Evil Presence,Aura,Air,0,Exceptional,Alpha,0,0
Evil Twin,Minion,Water,4,Unique,Gothic,1,6
Excalibur,Artifact,None,0,Unique,Arthurian Legends,0,0
Exhume,Magic,Earth,0,Exceptional,Gothic,0,0
Exorcism,Magic,Earth,0,Ordinary,Alpha,0,0
Extinguish,Magic,Water,0,Ordinary,Alpha,0,0
Fade,Magic,Air,0,Ordinary,Alpha,0,0
Fae City,Site,Air,0,Exceptional,Arthurian Legends,0,0
Fail-not Bow,Artifact,None,0,Unique,Arthurian Legends,0,0
Failed Mutation,Minion,Water,58,Exceptional,Gothic,3,34
Faith Incarnate,Minion,Earth,0,Elite,Gothic,0,0
Fallen Angel,Minion,Fire,3,Exceptional,Gothic,3,2
Falling Star,Aura,Air,0,Elite,Gothic,0,0
False Idol,Artifact,None,0,Elite,Gothic,0,0
Far East Assassin,Minion,Fire,0,Elite,Alpha,0,0
Fatality,Magic,"Fire, Air",0,Exceptional,Gothic,0,0
Feast for Crows,Magic,Air,2,Unique,Arthurian Legends,1,3
Feign Death,Magic,Water,1,Exceptional,Gothic,1,2
Felbog Frog Men,Minion,Water,0,Exceptional,Alpha,0,0
Fenvale Muse,Minion,Water,2,Ordinary,Alpha,2,2
Ferryman's Coin,Artifact,None,0,Exceptional,Gothic,0,0
Fertile Earth,Site,Earth,30,Exceptional,Gothic,2,19
Fey Changeling,Minion,Water,17,Exceptional,Alpha,2,14
Field Laborers,Minion,Earth,0,Ordinary,Arthurian Legends,0,0
Fields of Camlann,Site,Fire,16,Unique,Arthurian Legends,1,25
Fields of Phyxis,Site,Air,8,Exceptional,Promotional,2,6
Fine Courser,Minion,Air,3,Exceptional,Arthurian Legends,3,2
Finwife,Minion,Water,0,Ordinary,Arthurian Legends,0,0
Fire Harpoons!,Magic,Water,0,Ordinary,Alpha,0,0
Fireball,Magic,Fire,0,Exceptional,Alpha,0,0
Firebolts,Magic,Fire,6,Ordinary,Alpha,3,3
Firebreathing,Magic,Fire,5,Exceptional,Arthurian Legends,2,5
Fisherman's Family,Minion,Water,0,Ordinary,Arthurian Legends,0,0
Flagellant,Minion,Fire,0,Exceptional,Gothic,0,0
Flame Strike,Magic,Fire,0,Ordinary,Gothic,0,0
Flame Wave,Magic,Fire,0,Elite,Alpha,0,0
Flame of the First Ones,Artifact,None,4,Unique,Gothic,1,6
Flamecaller,Avatar,None,0,,Beta,0,0
Flaming Skull,Minion,Fire,0,Ordinary,Gothic,0,0
Flaming Sword,Artifact,None,4,Exceptional,Alpha,2,3
Flanking Maneuver,Magic,Air,4,Exceptional,Alpha,1,5
Flayer,Minion,Fire,3,Ordinary,Gothic,3,2
Flood,Aura,Water,3,Exceptional,Alpha,3,2
Floodplain,Site,Water,53,Exceptional,Alpha,3,31
Font of Life,Magic,Water,8,Exceptional,Alpha,2,8
Foot Soldier (English),Minion,None,0,Ordinary,Promotional,0,0
Foot Soldier (Saracen),Minion,None,0,Ordinary,Promotional,0,0
Foot Soldier 1,Minion,None,0,Ordinary,Alpha,0,0
Foot Soldier 2,Minion,None,0,Ordinary,Alpha,0,0
Foot Soldier 3,Minion,None,0,Ordinary,Alpha,0,0
Foot Soldiers (English),Minion,None,0,Ordinary,Arthurian Legends,0,0
Foot Soldiers (Saracen),Minion,None,0,Ordinary,Arthurian Legends,0,0
Forge,Site,Fire,19,Ordinary,Arthurian Legends,2,19
Forgotten Tomb,Site,Earth,0,Elite,Gothic,0,0
Forlorn Keep,Site,Earth,3,Exceptional,Gothic,3,2
Forsaken,Minion,Air,5,Ordinary,Gothic,2,3
Forsaken Crypt,Site,Air,0,Exceptional,Gothic,0,0
Four Fat Frogs,Magic,Water,3,Exceptional,Gothic,3,2
Four Waters of Paradise,Artifact,None,4,Unique,Arthurian Legends,1,6
Fourberie Knot,Artifact,None,0,Exceptional,Arthurian Legends,0,0
Fowl Bones,Minion,Air,0,Ordinary,Gothic,0,0
Free City,Site,None,1,Exceptional,Alpha,1,2
Freeze,Magic,Water,0,Ordinary,Gothic,0,0
Frisky Red Squirrel,Minion,Earth,0,Exceptional,Arthurian Legends,0,0
Frog,Minion,None,0,Ordinary,Gothic,0,0
Frog (Blue),Minion,None,0,Ordinary,Alpha,0,0
Frog (Green),Minion,None,0,Ordinary,Alpha,0,0
Frog (Red),Minion,None,0,Ordinary,Alpha,0,0
Frontier Settlers,Minion,Earth,0,Exceptional,Alpha,0,0
Frost Nova,Magic,Water,0,Exceptional,Alpha,0,0
Frozen Horror,Minion,Water,0,Exceptional,Gothic,0,0
Funeral Pyre,Site,Fire,21,Exceptional,Arthurian Legends,2,20
Garden of Eden,Site,"Earth, Water",18,Unique,Gothic,1,28
Gargantula,Minion,Earth,20,Elite,Gothic,2,16
Geomancer,Avatar,None,1,,Beta,1,2
Geyser,Magic,Water,1,Exceptional,Alpha,1,2
Ghost Ship,Minion,Water,2,Elite,Alpha,2,2
Ghost Town,Site,None,1,Exceptional,Gothic,1,2
Ghostfire,Magic,Fire,0,Ordinary,Gothic,0,0
Ghoul,Minion,Air,0,Ordinary,Gothic,0,0
Giant Killer,Minion,Water,0,Exceptional,Arthurian Legends,0,0
Giant Shark,Minion,Water,0,Exceptional,Alpha,0,0
Gibbous Nightgaunts,Minion,Air,8,Exceptional,Gothic,3,5
Gift of the Frog,Magic,Water,7,Ordinary,Gothic,4,3
Gift of the Raven,Magic,Air,4,Ordinary,Gothic,4,2
Gift of the Serpent,Magic,Fire,34,Ordinary,Gothic,2,23
Gift of the Wolf,Magic,Earth,15,Ordinary,Gothic,3,8
Gigantism,Magic,Earth,11,Unique,Alpha,1,17
Gilded Aegis,Artifact,None,0,Unique,Alpha,0,0
Gilman House,Site,Water,11,Unique,Gothic,1,17
Glastonbury Tor,Site,"Earth, Fire, Air",11,Unique,Arthurian Legends,1,17
Gloam Toads,Minion,Water,10,Elite,Gothic,2,9
Gnarled Wendigo,Minion,Water,29,Exceptional,Gothic,3,16
Gneissgnath Gnomes,Minion,Earth,0,Exceptional,Alpha,0,0
Gnome Hollows,Site,Earth,13,Exceptional,Alpha,3,8
Goat for Azazel,Minion,Earth,0,Unique,Gothic,0,0
Golden Dawn,Magic,Earth,0,Unique,Gothic,0,0
Golden Harp,Artifact,None,0,Elite,Arthurian Legends,0,0
Golgor,Minion,Fire,0,Elite,Gothic,0,0
Gossamer Ghost,Minion,Air,0,Ordinary,Gothic,0,0
Goswhit Helmet,Artifact,None,0,Elite,Arthurian Legends,0,0
Gothic Tower,Site,Air,38,Ordinary,Alpha,1,52
Grain Sparrow,Minion,Earth,0,Ordinary,Arthurian Legends,0,0
Granary Rats,Minion,Fire,0,Ordinary,Gothic,0,0
Grand Old Boar,Minion,Earth,0,Elite,Arthurian Legends,0,0
Grandmaster Wizard,Minion,Air,8,Elite,Alpha,2,8
Grapple Shot,Magic,Air,49,Ordinary,Alpha,2,31
Grasping Ground,Magic,Earth,0,Elite,Gothic,0,0
Gravedigger,Minion,Earth,0,Exceptional,Gothic,0,0
Great Old One,Minion,Water,2,Unique,Alpha,1,3
Great Wall,Site,None,0,Unique,Alpha,0,0
Greater Blood Demon,Minion,Fire,10,Elite,Gothic,2,8
Grey Wolves,Minion,Earth,0,Ordinary,Alpha,0,0
Grief Larvae,Minion,Fire,0,Ordinary,Gothic,0,0
Grievous Insult,Magic,Water,0,Ordinary,Arthurian Legends,0,0
Grigori Rasputin,Minion,Fire,4,Unique,Gothic,1,6
Grim Guisarme,Artifact,None,0,Elite,Arthurian Legends,0,0
Grim Reaper,Minion,Air,2,Unique,Alpha,1,3
Grosse Poltergeist,Minion,Fire,0,Elite,Alpha,0,0
Grösse Poltergeist,Minion,Fire,0,Elite,Alpha,0,0
Guardian Angel,Minion,Earth,0,Exceptional,Gothic,0,0
Guards!,Magic,Earth,4,Elite,Arthurian Legends,2,3
Guile Sirens,Minion,Water,3,Exceptional,Alpha,3,2
