Name,Type,Element,Count,Rarity,Set,Average_Played,Percent_of_Decks_with_at_least_one_copy
Army of the Dead,Minion,Earth,3,Unique,Gothic,1,2
Askelon Phoenix,Minion,Fire,18,Elite,Alpha,2,6
Asmodeus,Minion,Fire,13,Unique,Gothic,1,7
Assimilator Snail,Minion,Water,0,Elite,Gothic,0,0
Assorted Animals,Magic,Earth,2,Elite,Alpha,2,1
Astral Alcazar,Site,None,2,Elite,Alpha,1,1
Atlantean Fate,Aura,Water,76,Unique,Alpha,1,40
Atlas Wanderers,Minion,Earth,9,Elite,Alpha,2,3
Attack by Night,Magic,Air,0,Exceptional,Arthurian Legends,0,0
Autumn Bloom,Site,Earth,4,Ordinary,Gothic,1,2
Autumn River,Site,Water,25,Ordinary,Alpha,3,5
Autumn Unicorn,Minion,Earth,81,Exceptional,Alpha,3,15
Avalon,Site,"Earth, Fire, Water, Air",1,Unique,Arthurian Legends,1,1
Avatar of Air,Avatar,None,10,,Alpha,1,5
Avatar of Earth,Avatar,None,3,,Alpha,1,2
Avatar of Fire,Avatar,None,0,,Alpha,0,0
Avatar of Water,Avatar,None,0,,Alpha,0,0
Avenging Angel,Minion,Air,27,Exceptional,Gothic,2,8
Awakened Mummies,Minion,Fire,0,Exceptional,Alpha,0,0
Azuridge Caravan,Minion,"Earth, Fire, Water, Air, None",0,Ordinary,Alpha,0,0
Baba Yaga's Hut,Site,None,11,Unique,Gothic,1,6
Babbling Brook,Site,Water,114,Exceptional,Arthurian Legends,3,23
Backstab,Magic,Fire,0,Exceptional,Alpha,0,0
Bailey,Artifact,None,0,Exceptional,Arthurian Legends,0,0
Ball Lightning,Magic,Air,0,Elite,Arthurian Legends,0,0
Balor of the Evil Eye,Minion,Fire,42,Unique,Gothic,1,22
Band of Thieves,Minion,Air,4,Ordinary,Arthurian Legends,4,1
Bane Widow,Minion,Fire,5,Exceptional,Alpha,2,2
Bane of Aventis,Minion,Air,37,Unique,Gothic,1,20
Baptize,Magic,Water,2,Ordinary,Gothic,2,1
Barging Barghest,Minion,Fire,34,Exceptional,Gothic,3,6
Barrow Wight,Minion,Earth,0,Ordinary,Gothic,0,0
Battering Ram,Artifact,None,0,Exceptional,Alpha,0,0
Battlefield,Site,None,0,Elite,Alpha,0,0
Battlemage,Avatar,None,7,,Alpha,1,4
Beacon,Site,Air,11,Exceptional,Arthurian Legends,2,4
Beast of Burden,Minion,Fire,0,Ordinary,Alpha,0,0
Bedrock,Site,Earth,16,Exceptional,Alpha,2,4
Begone!,Magic,Fire,23,Exceptional,Gothic,2,5
Belfry,Artifact,None,0,Elite,Alpha,0,0
Belmotte Longbowmen,Minion,Earth,3,Ordinary,Alpha,3,1
Betrayal,Magic,Fire,53,Elite,Gothic,2,18
Bind Evil,Magic,Earth,2,Exceptional,Gothic,2,1
Bitten,Minion,Earth,0,Exceptional,Gothic,0,0
Bitter Departed,Minion,Air,0,Exceptional,Gothic,0,0
Black Cat,Minion,Air,4,Elite,Gothic,2,1
Black Knight,Minion,"Fire, Water",0,Exceptional,Arthurian Legends,0,0
Black Mass,Magic,Air,10,Unique,Gothic,1,5
Black Obelisk,Artifact,None,1,Elite,Alpha,1,1
Blacksmith Family,Minion,Fire,0,Ordinary,Arthurian Legends,0,0
Bladderblimp,Minion,Air,0,Exceptional,Gothic,0,0
Blade of Thorns,Artifact,None,5,Elite,Gothic,1,2
Bladedancer,Avatar,None,1,,Gothic,1,1
Blasphemy,Magic,"Fire, Water, Air",0,Unique,Gothic,0,0
Blasted Oak,Artifact,None,2,Unique,Alpha,1,1
Blaze,Magic,Fire,48,Exceptional,Alpha,2,14
Blaze of Glory,Magic,Fire,49,Unique,Gothic,1,26
Bleeding Skull,Artifact,None,1,Elite,Gothic,1,1
Bless,Magic,Earth,0,Ordinary,Gothic,0,0
Blessed Village,Site,Earth,7,Ordinary,Gothic,2,2
Blessed Well,Site,Water,9,Ordinary,Gothic,2,2
Blightstone,Artifact,None,6,Elite,Gothic,2,2
Blink,Magic,Air,108,Ordinary,Alpha,3,22
Blizzard,Aura,Water,0,Ordinary,Alpha,0,0
Blood Mana,Magic,Fire,5,Unique,Gothic,1,3
Blood Ravens,Minion,Air,0,Ordinary,Alpha,0,0
Blue Knight,Minion,"Water, Air",12,Exceptional,Arthurian Legends,2,3
Bluecap Knockers,Minion,Earth,0,Exceptional,Arthurian Legends,0,0
Blunderbore,Minion,Fire,3,Unique,Arthurian Legends,1,2
Bodach Bogeyman,Minion,Fire,0,Unique,Gothic,0,0
Bog,Site,Water,13,Ordinary,Arthurian Legends,3,3
Boil,Magic,Fire,4,Ordinary,Alpha,1,2
Bone Jumble,Minion,Air,4,Exceptional,Gothic,2,1
Bone Rabble,Minion,Earth,0,Ordinary,Alpha,0,0
Bone Spear,Magic,Air,17,Ordinary,Gothic,3,3
Boneyard,Site,None,3,Unique,Alpha,1,2
Bonfire,Site,Fire,13,Ordinary,Arthurian Legends,1,7
Book Burners,Minion,Fire,0,Elite,Gothic,0,0
Book of Blessings,Artifact,None,1,Unique,Gothic,1,1
Book of the Dead,Artifact,None,6,Unique,Gothic,1,3
Border Militia,Magic,Earth,15,Ordinary,Alpha,2,4
Bosk Troll,Minion,Earth,27,Ordinary,Alpha,3,5
Bottomless Pit,Site,None,22,Elite,Alpha,2,6
Boudicca,Minion,Fire,49,Unique,Arthurian Legends,1,26
Boulevard of Bones,Site,Earth,13,Elite,Gothic,2,4
Bound Spirit,Minion,Air,0,Ordinary,Gothic,0,0
Bower of Bliss,Site,None,3,Unique,Arthurian Legends,1,2
Briar Patch,Site,Earth,41,Exceptional,Arthurian Legends,2,9
Bridge Troll,Minion,Water,0,Exceptional,Alpha,0,0
Brobdingnag Bullfrog,Minion,Water,7,Exceptional,Alpha,2,2
Broceliande,Site,None,1,Unique,Arthurian Legends,1,1
Brocéliande,Site,None,0,Unique,Arthurian Legends,0,0
Broomstick Witch,Minion,Air,0,Ordinary,Gothic,0,0
Brother Knight,Minion,Fire,6,Elite,Arthurian Legends,2,2
Brown Bears,Minion,Earth,0,Ordinary,Arthurian Legends,0,0
Browse,Magic,Air,38,Unique,Alpha,1,20
Bruin,Minion,None,0,Unique,Arthurian Legends,0,0
Bull Demons of Adum,Minion,Fire,8,Elite,Alpha,2,2
Bull Whip,Artifact,None,0,Exceptional,Gothic,0,0
Bureau of Occult Control,Site,None,11,Elite,Gothic,1,4
Buried Alive,Magic,Earth,1,Ordinary,Gothic,1,1
Buried Treasure,Artifact,None,0,Exceptional,Alpha,0,0
Burning Hands,Magic,Fire,0,Ordinary,Arthurian Legends,0,0
Bury,Magic,Earth,26,Ordinary,Alpha,1,11
Caelestis,Minion,"Earth, Fire, Water, Air",0,Unique,Dragonlord,0,0
Caerleon-Upon-Usk,Site,"Earth, Fire, Water",18,Unique,Arthurian Legends,1,10
Cage of Sidrak,Artifact,None,6,Unique,Gothic,1,3
Call of the Sea,Magic,Water,61,Elite,Gothic,1,22
Call to War,Magic,Earth,7,Exceptional,Alpha,2,2
Camelot,Site,None,4,Unique,Arthurian Legends,1,2
Candlemas Monks,Minion,Air,0,Elite,Alpha,0,0
Captain Baldassare,Minion,Water,15,Unique,Alpha,1,8
Carrion Beetles,Minion,Earth,0,Ordinary,Gothic,0,0
Carrionette,Magic,Air,15,Exceptional,Gothic,2,3
Cast into Exile,Magic,Air,12,Exceptional,Arthurian Legends,2,4
Castle Haunt,Minion,Air,3,Exceptional,Arthurian Legends,3,1
Castle Servants,Minion,Air,0,Ordinary,Arthurian Legends,0,0
Castle's Ablaze!,Aura,Fire,19,Elite,Arthurian Legends,2,6
Cauldron Crones,Minion,Fire,0,Ordinary,Alpha,0,0
Cave Trolls,Minion,Earth,0,Ordinary,Alpha,0,0
Cave-In,Magic,Earth,7,Exceptional,Alpha,1,3
Cemetery Rats,Minion,Earth,8,Ordinary,Gothic,4,1
Cerberus in Chains,Minion,Fire,13,Unique,Alpha,1,7
Chain Lightning,Magic,Air,0,Exceptional,Alpha,0,0
Chains of Prometheus,Artifact,None,10,Elite,Alpha,2,3
Chaos Twister,Magic,Air,11,Elite,Alpha,2,3
Chaoswish,Magic,"Water, Air",3,Unique,Gothic,1,2
Char Omphalos,Artifact,None,21,Unique,Gothic,1,11
Charge,Magic,Fire,2,Ordinary,Arthurian Legends,2,1
Cherubim,Minion,Fire,5,Elite,Gothic,2,2
Chorus of Condemnation,Magic,Air,0,Unique,Gothic,0,0
City of Glass,Site,None,19,Unique,Promotional,1,10
City of Plenty,Site,None,10,Unique,Gothic,1,5
City of Souls,Site,None,11,Unique,Gothic,1,6
City of Traitors,Site,None,4,Unique,Gothic,1,2
Clairvoyant,Minion,Air,2,Elite,Gothic,2,1
Clamor of Harpies,Minion,Fire,14,Exceptional,Alpha,2,3
Clay Golem,Artifact,None,2,Exceptional,Gothic,2,1
Cloud City,Site,Air,19,Unique,Alpha,1,10
Cloud Spirit,Minion,Air,8,Ordinary,Alpha,3,2
Cold Iron Rod,Artifact,None,0,Exceptional,Arthurian Legends,0,0
Colicky Dragonettes,Minion,Fire,113,Exceptional,Alpha,3,22
Common Cottagers,Minion,Earth,0,Ordinary,Arthurian Legends,0,0
Common Sense,Magic,Earth,57,Ordinary,Alpha,3,11
Common Village,Site,Earth,24,Ordinary,Arthurian Legends,2,6
Cone of Flame,Magic,Fire,3,Exceptional,Alpha,2,1
Conqueror Worm,Minion,Earth,2,Elite,Alpha,1,1
Consecrate,Magic,Earth,0,Exceptional,Gothic,0,0
Consecrated Ground,Site,Earth,6,Exceptional,Gothic,2,2
Coral-Reef Kelpie,Minion,Water,0,Ordinary,Alpha,0,0
Cornerstone,Site,None,2,Exceptional,Alpha,2,1
Corpse Catapult,Artifact,None,1,Elite,Gothic,1,1
Corpse Explosion,Magic,Fire,0,Elite,Gothic,0,0
Corruptor,Avatar,None,4,,Gothic,1,2
Corruptor Freak,Minion,Fire,17,Exceptional,Gothic,3,3
Court Jester,Minion,Water,0,Elite,Alpha,0,0
Courtesan Thais,Minion,Fire,21,Unique,Alpha,1,11
Courtesan Thaïs,Minion,Fire,0,Unique,Alpha,0,0
Coy Nixie,Minion,Water,148,Exceptional,Arthurian Legends,3,29
Cradle of Etherrum,Artifact,None,0,Unique,Dragonlord,0,0
Cranky Overseer,Minion,Fire,0,Elite,Gothic,0,0
Craterize,Magic,Earth,21,Elite,Alpha,2,7
Crave Golem,Artifact,None,0,Exceptional,Alpha,0,0
Crawler,Minion,Earth,0,Ordinary,Gothic,0,0
Crawling Congregation,Minion,Earth,1,Elite,Gothic,1,1
Critical Strike,Magic,Fire,3,Ordinary,Alpha,1,2
Croaking Swamp,Site,Water,25,Ordinary,Gothic,3,5
Croll Morlocks,Minion,Earth,4,Exceptional,Gothic,2,1
Crossroads,Site,None,14,Elite,Alpha,1,6
Crown Prince,Minion,Earth,6,Unique,Alpha,1,3
Crown of the Victor,Artifact,None,8,Unique,Alpha,1,4
Crucifix,Artifact,None,1,Elite,Gothic,1,1
Crusade,Aura,Earth,12,Unique,Alpha,1,6
Cursed Iron,Aura,Fire,2,Elite,Gothic,2,1
Cursed Land,Site,Fire,14,Elite,Arthurian Legends,2,5
Dalcean Phalanx,Minion,Earth,29,Exceptional,Alpha,3,6
Dame Britomart,Minion,"Earth, Water, Air",6,Unique,Arthurian Legends,1,3
Dank Omphalos,Artifact,None,37,Unique,Gothic,1,20
Daperyll Vampire,Minion,Air,143,Exceptional,Alpha,3,28
Dark Alley,Site,Air,6,Exceptional,Gothic,3,1
Dark Tower,Site,Air,129,Ordinary,Alpha,1,56
Darkest Dungeon,Site,None,2,Unique,Gothic,1,1
Day of Judgment,Magic,Fire,3,Unique,Promotional,1,2
De Vermis Mysteriis,Artifact,None,0,Unique,Gothic,0,0
Dead of Night Demon,Minion,Air,0,Ordinary,Alpha,0,0
Death Dealer,Minion,Fire,25,Unique,Alpha,1,13
Death Knight,Minion,Earth,18,Exceptional,Gothic,3,3
Deathspeaker,Avatar,None,5,,Alpha,1,3
Deathwish,Magic,"Fire, Air",0,Unique,Gothic,0,0
Deep Sea,Site,Water,56,Exceptional,Gothic,2,13
Deep-Sea Mermaids,Minion,Water,10,Ordinary,Alpha,3,2
Defiler Spire,Site,Air,3,Unique,Gothic,1,2
Degradation,Magic,Water,0,Exceptional,Arthurian Legends,0,0
Deliverance,Magic,Earth,2,Unique,Gothic,1,1
Demon Hunter,Minion,Water,0,Exceptional,Gothic,0,0
Demonic Contract,Magic,Fire,1,Elite,Gothic,1,1
Den of Evil,Site,Air,67,Ordinary,Gothic,3,11
Desecrate,Magic,Air,21,Exceptional,Gothic,2,5
Desecrated Ground,Site,Air,2,Exceptional,Gothic,2,1
Desecrator Kite,Minion,Air,0,Ordinary,Gothic,0,0
Desert Bloom,Site,Fire,25,Ordinary,Gothic,1,10
Detonate,Magic,Fire,10,Ordinary,Gothic,2,2
Devil's Egg,Artifact,None,5,Elite,Alpha,2,2
Dhol Chants,Magic,Air,2,Elite,Gothic,2,1
Diluvian Kraken,Minion,Water,11,Elite,Alpha,2,3
Dirium Fomorians,Minion,Earth,0,Exceptional,Arthurian Legends,0,0
Disenchant,Magic,Air,14,Ordinary,Alpha,1,6
Disintegrate,Magic,Fire,77,Elite,Alpha,2,23
Dispel,Magic,Earth,21,Ordinary,Alpha,1,11
Displace,Magic,Air,22,Ordinary,Gothic,2,5
Divine Healing,Magic,Earth,23,Exceptional,Alpha,2,6
Divine Intervention,Magic,"Earth, Fire, Water, Air",1,Unique,Gothic,1,1
Divine Lance,Magic,Earth,2,Elite,Gothic,2,1
Doctor Demetrius,Minion,Water,9,Unique,Gothic,1,5
Dodge Roll,Magic,Water,4,Exceptional,Alpha,2,1
Dome of Osiros,Site,None,0,Unique,Alpha,0,0
Donnybrook Inn,Site,None,1,Unique,Alpha,1,1
Doomsday Cult,Minion,Fire,2,Elite,Gothic,2,1
Doomsday Device,Artifact,None,0,Unique,Alpha,0,0
Doomsday Prophet,Minion,Fire,1,Unique,Alpha,1,1
Dormant Monstrosity,Minion,Water,19,Elite,Gothic,2,5
Dozmary Pool,Site,Water,3,Unique,Arthurian Legends,1,2
Draco Corvus,Minion,"Earth, Air",0,Unique,Dragonlord,0,0
Draconian Bonekite,Minion,Air,7,Unique,Gothic,1,4
Dragonlord,Avatar,None,4,,Dragonlord,1,2
Dragonlord's Lair,Site,None,0,Unique,Dragonlord,0,0
Dread Thicket,Site,Air,11,Elite,Gothic,2,4
Dreadwing,Minion,Air,2,Ordinary,Gothic,2,1
Dream-Quest,Magic,Air,6,Unique,Alpha,1,3
Dredge,Magic,Water,3,Exceptional,Gothic,2,1
Driftwood Marrows,Artifact,None,5,Exceptional,Gothic,2,1
Drought,Aura,Fire,16,Exceptional,Alpha,2,4
Drown,Magic,Water,19,Ordinary,Alpha,2,5
Drowned,Minion,Water,2,Ordinary,Gothic,2,1
Druid,Avatar,None,6,,Arthurian Legends,1,3
Drums of Doom,Artifact,None,9,Elite,Alpha,1,4
Duel,Magic,Earth,2,Ordinary,Arthurian Legends,1,1
Duplicator,Avatar,None,0,,Gothic,0,0
Dwarven Digging Team,Minion,Earth,0,Exceptional,Alpha,0,0
Dwarven Forge,Site,Fire,3,Elite,Alpha,1,2
Earl of the Ivory Towers,Minion,Air,4,Elite,Gothic,2,1
Earthquake,Magic,Earth,84,Elite,Alpha,2,25
East-West Dragon,Minion,Air,0,Elite,Alpha,0,0
Eclipse,Aura,Air,13,Unique,Gothic,1,7
Edge of the World,Site,None,1,Elite,Alpha,1,1
Eerie Coral,Artifact,None,0,Exceptional,Gothic,0,0
Elder Ruins,Site,Water,17,Elite,Gothic,2,5
Elementalist,Avatar,None,8,,Alpha,1,4
Eltham Townsfolk,Minion,Earth,0,Ordinary,Gothic,0,0
Enchantress,Avatar,None,6,,Alpha,1,3
Endless Fence,Site,Earth,7,Unique,Gothic,1,4
Enduring Faith,Magic,Earth,2,Exceptional,Gothic,1,1
Enraged Familiar,Minion,Fire,0,Ordinary,Gothic,0,0
Entangle Terrain,Aura,Earth,5,Ordinary,Alpha,2,1
Entombed,Minion,Earth,0,Ordinary,Gothic,0,0
Erik's Curiosa,Artifact,None,0,Unique,Alpha,0,0
Ersatz Platz,Site,None,4,Elite,Gothic,2,1
Escyllion Cyclops,Minion,Fire,0,Exceptional,Alpha,0,0
Estranged Loner,Minion,Water,3,Exceptional,Gothic,3,1
Ether Core,Artifact,None,5,Unique,Gothic,1,3
Evil Presence,Aura,Air,8,Exceptional,Alpha,3,2
Evil Twin,Minion,Water,11,Unique,Gothic,1,6
Excalibur,Artifact,None,2,Unique,Arthurian Legends,1,1
Exhume,Magic,Earth,2,Exceptional,Gothic,1,1
Exorcism,Magic,Earth,1,Ordinary,Alpha,1,1
Extinguish,Magic,Water,0,Ordinary,Alpha,0,0
Fade,Magic,Air,2,Ordinary,Alpha,2,1
Fae City,Site,Air,2,Exceptional,Arthurian Legends,2,1
Fail-not Bow,Artifact,None,3,Unique,Arthurian Legends,1,2
Failed Mutation,Minion,Water,115,Exceptional,Gothic,3,22
Faith Incarnate,Minion,Earth,2,Elite,Gothic,2,1
Fallen Angel,Minion,Fire,4,Exceptional,Gothic,2,1
Falling Star,Aura,Air,6,Elite,Gothic,2,2
False Idol,Artifact,None,1,Elite,Gothic,1,1
Far East Assassin,Minion,Fire,1,Elite,Alpha,1,1
Fatality,Magic,"Fire, Air",0,Exceptional,Gothic,0,0
Feast for Crows,Magic,Air,10,Unique,Arthurian Legends,1,5
Feign Death,Magic,Water,3,Exceptional,Gothic,2,1
Felbog Frog Men,Minion,Water,0,Exceptional,Alpha,0,0
Fenvale Muse,Minion,Water,3,Ordinary,Alpha,2,1
Ferryman's Coin,Artifact,None,0,Exceptional,Gothic,0,0
Fertile Earth,Site,Earth,118,Exceptional,Gothic,3,25
Fey Changeling,Minion,Water,43,Exceptional,Alpha,2,11
Field Laborers,Minion,Earth,1,Ordinary,Arthurian Legends,1,1
Fields of Camlann,Site,Fire,46,Unique,Arthurian Legends,1,24
Fields of Phyxis,Site,Air,49,Exceptional,Promotional,2,13
Fine Courser,Minion,Air,11,Exceptional,Arthurian Legends,3,2
Finwife,Minion,Water,0,Ordinary,Arthurian Legends,0,0
Fire Harpoons!,Magic,Water,4,Ordinary,Alpha,4,1
Fireball,Magic,Fire,3,Exceptional,Alpha,2,1
Firebolts,Magic,Fire,36,Ordinary,Alpha,2,8
Firebreathing,Magic,Fire,13,Exceptional,Arthurian Legends,2,3
Fisherman's Family,Minion,Water,0,Ordinary,Arthurian Legends,0,0
Flagellant,Minion,Fire,1,Exceptional,Gothic,1,1
Flame Strike,Magic,Fire,10,Ordinary,Gothic,2,2
Flame Wave,Magic,Fire,3,Elite,Alpha,2,1
Flame of the First Ones,Artifact,None,6,Unique,Gothic,1,3
Flamecaller,Avatar,None,1,,Beta,1,1
Flaming Skull,Minion,Fire,4,Ordinary,Gothic,2,1
Flaming Sword,Artifact,None,18,Exceptional,Alpha,2,5
Flanking Maneuver,Magic,Air,6,Exceptional,Alpha,2,2
Flayer,Minion,Fire,4,Ordinary,Gothic,2,1
Flood,Aura,Water,9,Exceptional,Alpha,3,2
Floodplain,Site,Water,99,Exceptional,Alpha,2,22
Font of Life,Magic,Water,11,Exceptional,Alpha,2,4
Foot Soldier (English),Minion,None,0,Ordinary,Promotional,0,0
Foot Soldier (Saracen),Minion,None,0,Ordinary,Promotional,0,0
Foot Soldier 1,Minion,None,0,Ordinary,Alpha,0,0
Foot Soldier 2,Minion,None,0,Ordinary,Alpha,0,0
Foot Soldier 3,Minion,None,0,Ordinary,Alpha,0,0
Foot Soldiers (English),Minion,None,0,Ordinary,Arthurian Legends,0,0
Foot Soldiers (Saracen),Minion,None,0,Ordinary,Arthurian Legends,0,0
Forge,Site,Fire,40,Ordinary,Arthurian Legends,2,13
Forgotten Tomb,Site,Earth,9,Elite,Gothic,2,3
Forlorn Keep,Site,Earth,19,Exceptional,Gothic,2,5
Forsaken,Minion,Air,17,Ordinary,Gothic,3,3
Forsaken Crypt,Site,Air,16,Exceptional,Gothic,2,4
Four Fat Frogs,Magic,Water,3,Exceptional,Gothic,3,1
Four Waters of Paradise,Artifact,None,19,Unique,Arthurian Legends,1,10
Fourberie Knot,Artifact,None,2,Exceptional,Arthurian Legends,2,1
Fowl Bones,Minion,Air,4,Ordinary,Gothic,4,1
Free City,Site,None,5,Exceptional,Alpha,2,2
Freeze,Magic,Water,0,Ordinary,Gothic,0,0
Frisky Red Squirrel,Minion,Earth,1,Exceptional,Arthurian Legends,1,1
Frog,Minion,None,0,Ordinary,Gothic,0,0
Frog (Blue),Minion,None,0,Ordinary,Alpha,0,0
Frog (Green),Minion,None,0,Ordinary,Alpha,0,0
Frog (Red),Minion,None,0,Ordinary,Alpha,0,0
Frontier Settlers,Minion,Earth,14,Exceptional,Alpha,3,3
Frost Nova,Magic,Water,1,Exceptional,Alpha,1,1
Frozen Horror,Minion,Water,0,Exceptional,Gothic,0,0
Funeral Pyre,Site,Fire,73,Exceptional,Arthurian Legends,2,22
Garden of Eden,Site,"Earth, Water",41,Unique,Gothic,1,22
Gargantula,Minion,Earth,66,Elite,Gothic,2,19
Geomancer,Avatar,None,1,,Beta,1,1
Geyser,Magic,Water,6,Exceptional,Alpha,2,2
Ghost Ship,Minion,Water,4,Elite,Alpha,2,1
Ghost Town,Site,None,3,Exceptional,Gothic,2,1
Ghostfire,Magic,Fire,0,Ordinary,Gothic,0,0
Ghoul,Minion,Air,0,Ordinary,Gothic,0,0
Giant Killer,Minion,Water,0,Exceptional,Arthurian Legends,0,0
Giant Shark,Minion,Water,7,Exceptional,Alpha,2,2
Gibbous Nightgaunts,Minion,Air,58,Exceptional,Gothic,3,11
Gift of the Frog,Magic,Water,16,Ordinary,Gothic,3,3
Gift of the Raven,Magic,Air,19,Ordinary,Gothic,3,4
Gift of the Serpent,Magic,Fire,82,Ordinary,Gothic,3,17
Gift of the Wolf,Magic,Earth,38,Ordinary,Gothic,3,7
Gigantism,Magic,Earth,29,Unique,Alpha,1,15
Gilded Aegis,Artifact,None,1,Unique,Alpha,1,1
Gilman House,Site,Water,24,Unique,Gothic,1,13
Glastonbury Tor,Site,"Earth, Fire, Air",46,Unique,Arthurian Legends,1,24
Gloam Toads,Minion,Water,18,Elite,Gothic,2,5
Gnarled Wendigo,Minion,Water,52,Exceptional,Gothic,3,10
Gneissgnath Gnomes,Minion,Earth,0,Exceptional,Alpha,0,0
Gnome Hollows,Site,Earth,34,Exceptional,Alpha,3,7
Goat for Azazel,Minion,Earth,2,Unique,Gothic,1,1
Golden Dawn,Magic,Earth,0,Unique,Gothic,0,0
Golden Harp,Artifact,None,6,Elite,Arthurian Legends,2,2
Golgor,Minion,Fire,0,Elite,Gothic,0,0
Gossamer Ghost,Minion,Air,0,Ordinary,Gothic,0,0
Goswhit Helmet,Artifact,None,5,Elite,Arthurian Legends,2,2
Gothic Tower,Site,Air,127,Ordinary,Alpha,1,56
Grain Sparrow,Minion,Earth,0,Ordinary,Arthurian Legends,0,0
Granary Rats,Minion,Fire,0,Ordinary,Gothic,0,0
Grand Old Boar,Minion,Earth,2,Elite,Arthurian Legends,2,1
Grandmaster Wizard,Minion,Air,59,Elite,Alpha,2,17
Grapple Shot,Magic,Air,157,Ordinary,Alpha,3,32
Grasping Ground,Magic,Earth,0,Elite,Gothic,0,0
Gravedigger,Minion,Earth,0,Exceptional,Gothic,0,0
Great Old One,Minion,Water,9,Unique,Alpha,1,5
Great Wall,Site,None,6,Unique,Alpha,1,3
Greater Blood Demon,Minion,Fire,26,Elite,Gothic,2,7
Grey Wolves,Minion,Earth,36,Ordinary,Alpha,36,1
Grief Larvae,Minion,Fire,0,Ordinary,Gothic,0,0
Grievous Insult,Magic,Water,1,Ordinary,Arthurian Legends,1,1
Grigori Rasputin,Minion,Fire,15,Unique,Gothic,1,8
Grim Guisarme,Artifact,None,2,Elite,Arthurian Legends,1,1
Grim Reaper,Minion,Air,6,Unique,Alpha,1,3
Grosse Poltergeist,Minion,Fire,0,Elite,Alpha,0,0
Grösse Poltergeist,Minion,Fire,0,Elite,Alpha,0,0
Guardian Angel,Minion,Earth,4,Exceptional,Gothic,2,1
Guards!,Magic,Earth,17,Elite,Arthurian Legends,2,5
Guile Sirens,Minion,Water,3,Exceptional,Alpha,3,1
